star_name,planet_letters,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,hostname,pl_letter,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_radjerr1,pl_radjerr2,sy_dist,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,hd_name,hip_name,Exo
Gaia DR3 2119409512668086656,,-0.49,nan,-0.3,-0.3,-0.6,-0.42,-0.56,-0.37,-0.42,nan,-0.44,-0.4,-0.52,-0.71,nan,-0.45,-0.92,280.70855626152047,47.32806562510926,nan,nan,nan,292.11056107821,N/A,nan,nan,nan,nan,nan,nan,4972.6665,4.573333333333333,0.831,0.647296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2119472077453946496,,-0.41,nan,-0.17,0.24,-0.34,0.06,nan,nan,-0.19,-0.24,-0.3,-0.13,-0.33,-0.47,nan,-0.39,-0.41,280.2681231629442,47.44072639188729,nan,nan,nan,336.4046,N/A,nan,nan,nan,nan,nan,nan,7087.35,3.71267,1.66,2.96996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2119511080054847616,b,0.25,nan,0.23,0.14,0.12,0.24,0.22,0.22,0.21,nan,0.23,0.25,0.23,0.19,nan,0.29,0.15,282.2129529548504,46.71782138812969,nan,nan,nan,595.634246874998,N/A,nan,nan,nan,nan,nan,nan,5484.0,4.26,0.97,1.25733,,,2,Transit,14.70748976,3.759e-05,-3.759e-05,0.1205,,,,,,89.95,,,,,,,,,1.75,0.4,-0.15,,,,595.634,,,,,,,,,1
Gaia DR3 2119583201145735808,e,0.12,nan,0.12,0.0,0.0,0.08,0.0,0.09,0.15,nan,0.07,0.11,0.08,-0.04,nan,0.12,0.03,281.4827332724052,47.208012572757056,nan,nan,nan,107.7960944979,N/A,nan,nan,nan,nan,nan,nan,4772.32,4.607833333333334,0.78,0.732995,,,5,Transit,16.145685,1.4e-05,-1.4e-05,0.116,,,,,,87.66,,,,,,,,,2.54,0.09,-0.09,,,,107.796,,,,,,,,,1
Gaia DR3 2119583510383666560,,0.03,nan,-0.1,-0.19,-0.1,0.05,-0.05,-0.01,0.03,nan,0.05,0.04,0.05,-0.08,nan,0.09,0.04,281.44069778168813,47.24647494099749,nan,nan,nan,459.520582252767,N/A,nan,nan,nan,nan,nan,nan,4913.0,4.545,0.79,0.772658,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2119591206965104768,c,-0.01,nan,-0.04,-0.02,-0.2,-0.07,-0.28,-0.1,0.03,nan,-0.02,-0.1,-0.03,-0.25,nan,-0.07,0.05,281.5699608477657,47.398680771069074,nan,nan,nan,891.462082008715,N/A,nan,nan,nan,nan,nan,nan,6287.75,4.206666666666667,1.19,1.29885,,,2,Transit,59.9810586,0.0005512,-0.0005512,0.3185,,,,,,89.95,,,,,,,,,1.99,1.36,-0.22,,,,891.462,,,,,,,,,1
Gaia DR3 2119607145587563136,,-0.02,nan,-0.05,-0.06,-0.17,-0.06,-0.11,-0.03,0.0,nan,-0.04,0.02,0.02,-0.17,nan,-0.03,-0.01,281.32746594951186,47.58490730965314,nan,nan,nan,213.583702245315,N/A,nan,nan,nan,nan,nan,nan,5378.075,4.463333333333333,0.91,0.835387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2119635153070609920,,-0.13,nan,-0.1,-0.09,-0.31,-0.12,-0.21,-0.13,-0.09,nan,-0.08,-0.15,-0.14,-0.36,nan,-0.13,-0.16,281.2741331774957,47.77442287925056,nan,nan,nan,270.538875789509,N/A,nan,nan,nan,nan,nan,nan,5847.0,4.095166666666667,1.089,1.58004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2119655803272920448,,-0.05,-0.84,0.0,0.0,-0.12,-0.01,-0.14,-0.08,-0.02,nan,-0.06,-0.1,-0.08,-0.24,nan,-0.09,-0.08,282.3902445149648,47.71100199779379,nan,nan,nan,135.405192289391,N/A,nan,nan,nan,nan,nan,nan,5928.0,4.234,1.103,1.4515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2119711156811669120,b,-0.34,nan,-0.25,-0.22,-0.56,-0.25,-0.34,-0.27,-0.29,nan,-0.27,-0.28,-0.32,-0.58,nan,-0.27,-0.13,282.46053525280735,48.25709858587708,nan,nan,nan,459.368206806493,N/A,nan,nan,nan,nan,nan,nan,5136.0,4.715,0.91,0.712449,,,2,Transit,18.87021566,2.757e-05,-2.757e-05,0.1274,,,,,,89.95,,,,,,,,,2.87,1.4,-0.37,,,,459.368,,,,,,,,,1
Gaia DR3 2119736892255743744,,0.02,-0.14,-0.08,0.14,-0.1,-0.03,-0.66,-0.03,0.06,nan,0.01,-0.1,-0.02,-0.18,nan,-0.06,0.28,281.4479267039625,48.082499957520916,nan,nan,nan,242.093069424973,N/A,nan,nan,nan,nan,nan,nan,6497.95,4.0425,1.325,1.89825,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2119828460957942528,,0.14,-0.49,0.14,0.1,0.04,0.15,-0.01,0.09,0.16,nan,0.1,0.09,0.12,0.08,nan,0.12,0.2,280.9267626807347,47.93778052637945,nan,nan,nan,96.8526525230068,N/A,nan,nan,nan,nan,nan,nan,5963.3335,4.3966666666666665,1.12,1.13237,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2122104690545294208,,-0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,274.35468995781764,48.367314230420156,nan,nan,nan,19.8374319504639,N/A,nan,nan,nan,nan,nan,nan,3805.0,4.71156,0.526578,0.529645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2123486226903432448,,-0.29,nan,-0.23,-0.02,-0.37,-0.37,-0.43,-0.38,-0.17,-0.17,-0.29,-0.21,-0.25,-0.53,-0.31,-0.3,nan,276.32581541944387,48.76163384065262,nan,nan,nan,136.260331468624,N/A,nan,nan,nan,nan,nan,nan,5143.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2125705488052032640,b,0.06,nan,0.12,0.19,-0.09,0.08,0.09,0.02,0.11,nan,0.12,0.1,0.07,-0.09,nan,0.05,0.04,292.28660382066124,42.072439494462415,nan,nan,nan,614.827241415506,N/A,nan,nan,nan,nan,nan,nan,5112.0,4.43,0.89,0.89054,,,1,Transit,0.97191543,3.79e-06,-3.79e-06,0.0187,,,,,,85.37,,,,,,,,,0.7,0.25,-0.04,,,,614.827,,,,,,,,,1
Gaia DR3 2125709679939965952,,-0.32,nan,-0.31,-0.22,-0.54,-0.29,-0.37,-0.34,-0.3,nan,-0.25,-0.37,-0.39,-0.67,nan,-0.35,-0.43,292.5371649687402,42.15392976719585,nan,nan,nan,440.11131061244,N/A,nan,nan,nan,nan,nan,nan,5549.0,3.815,0.99,2.11552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2125751461382627840,,0.01,nan,-0.03,-0.09,-0.27,-0.02,-0.1,-0.02,0.02,nan,-0.02,0.01,0.0,-0.21,nan,-0.03,0.15,292.61510948644997,42.76425286045169,nan,nan,nan,113.024502997341,N/A,nan,nan,nan,nan,nan,nan,5723.0,4.52,1.034,0.944588,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2125777643502580864,b,0.11,nan,0.07,0.15,-0.05,0.08,0.07,0.09,0.07,nan,0.09,0.13,0.1,-0.05,nan,0.1,0.14,291.8235094420995,42.51622104506326,nan,nan,nan,969.917689931518,N/A,nan,nan,nan,nan,nan,nan,5503.0,4.015000000000001,0.96,1.74026,,,1,Transit,9.48965527,2.509e-05,-2.509e-05,0.0879,,,,,,86.44,,,,,,,,,2.16,0.35,-0.34,,,,969.918,,,,,,,,,1
Gaia DR3 2125795166969907968,,-0.06,nan,-0.09,0.0,-0.29,-0.15,-0.3,-0.15,0.01,nan,-0.04,-0.26,-0.08,-0.4,nan,-0.14,0.1,291.49720733862534,42.72846806320866,nan,nan,nan,423.908763136624,N/A,nan,nan,nan,nan,nan,nan,5838.0,3.7439999999999998,1.067,2.60566,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2125811350407022080,,0.03,-0.82,0.15,0.14,0.12,0.14,nan,-0.01,0.16,nan,-0.03,nan,-0.11,nan,nan,-0.05,nan,292.05485967229026,42.86364839721926,nan,nan,nan,218.42339121682,N/A,nan,nan,nan,nan,nan,nan,6262.7505,3.885,1.253,2.4947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2125814129244571264,,-0.36,nan,-0.25,-0.23,-0.48,-0.32,-0.62,-0.29,-0.3,nan,-0.3,-0.31,-0.36,-0.64,nan,-0.37,-0.34,292.23490895096126,42.90942813926272,nan,nan,nan,375.522444602382,N/A,nan,nan,nan,nan,nan,nan,5823.25,4.476666666666667,1.053,0.933238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2125860106874705792,,-0.19,nan,0.08,nan,-0.3,0.16,nan,nan,-0.16,-0.14,-0.26,nan,-0.25,-0.49,0.14,-0.34,-0.23,292.64680138192745,42.969629778418565,nan,nan,nan,181.5083,N/A,nan,nan,nan,nan,nan,nan,7148.327,4.42,1.658,1.48754,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2125880825797124352,b,0.19,nan,0.12,0.07,0.04,0.11,0.03,0.14,0.22,nan,0.14,0.2,0.2,0.13,nan,0.17,0.17,292.78458269165304,43.21598641731415,nan,nan,nan,502.497278951082,N/A,nan,nan,nan,nan,nan,nan,5526.3335,4.51,1.005,1.00011,,,1,Transit,3.03195744,1.306e-05,-1.306e-05,,,,,,,,,,,,,,,,0.89,0.18,-0.09,0.079,0.016,-0.008,502.497,,,,,,,,,1
Gaia DR3 2125912230597714944,,-0.01,nan,-0.12,-0.0,0.06,-0.04,nan,-0.05,0.1,nan,0.03,0.47,-0.13,nan,nan,-0.07,nan,292.2566236738773,43.17613512242904,nan,nan,nan,110.437034364062,N/A,nan,nan,nan,nan,nan,nan,6624.8,4.130000000000001,1.404,1.50297,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126048879277946240,,0.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,291.2940750809246,43.659391946735056,nan,nan,nan,463.599267320544,N/A,nan,nan,nan,nan,nan,nan,4376.56,2.1,nan,20.8424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126060458508752768,,0.11,nan,0.15,0.17,0.05,0.16,0.04,0.07,0.11,nan,0.1,0.06,0.06,-0.05,nan,0.1,0.12,290.9850467130289,43.31459374465245,nan,nan,nan,171.250554366988,N/A,nan,nan,nan,nan,nan,nan,5831.75,4.224,1.065,1.43185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126073961886389888,b,-0.14,nan,-0.22,-0.42,-0.27,-0.07,-0.26,-0.39,-0.13,nan,-0.11,-0.16,-0.18,-0.23,nan,-0.08,-0.12,290.39320267289264,43.363875192904274,nan,nan,nan,635.008654523302,N/A,nan,nan,nan,nan,nan,nan,4935.3877,4.566666666666666,0.83,0.742183,,,2,Transit,10.37168453,1.449e-05,-1.449e-05,0.0874,,,,,,88.81,,,,,,,,,2.79,0.57,-0.21,,,,635.009,,,,,,,,,1
Gaia DR3 2126078080761742336,,0.25,nan,0.19,0.09,0.11,0.19,0.16,0.19,0.23,nan,0.17,0.2,0.23,0.15,nan,0.26,0.16,290.6640918739332,43.49981827660836,nan,nan,nan,443.370685634953,N/A,nan,nan,nan,nan,nan,nan,5537.75,4.14,0.98,1.40555,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126080314136290560,,-0.03,nan,-0.01,-0.02,-0.13,-0.04,-0.15,0.02,0.04,nan,0.0,0.05,-0.03,-0.16,nan,-0.06,0.1,290.7037024197496,43.607204674332635,nan,nan,nan,135.513979953081,N/A,nan,nan,nan,nan,nan,nan,5396.0,4.48,0.924,1.04732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126101415318126720,,-0.15,-1.39,-0.13,0.08,-0.17,-0.07,nan,-0.2,-0.07,nan,-0.17,-0.06,-0.25,nan,nan,-0.29,nan,290.9038119319021,43.89129269039642,nan,nan,nan,180.698700020204,N/A,nan,nan,nan,nan,nan,nan,6140.4004,3.8575,1.241,2.81628,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126102411750601088,b,-0.11,nan,-0.12,-0.14,-0.32,-0.08,-0.18,-0.11,-0.05,nan,-0.1,-0.06,-0.1,-0.34,nan,-0.11,-0.1,291.028581414368,43.913679389474446,nan,nan,nan,528.685504971988,N/A,nan,nan,nan,nan,nan,nan,5283.0,4.493333333333333,0.975,0.926114,,,1,Transit,11.87456832,3.749e-05,-3.749e-05,0.0937,,,,,,89.95,,,,,,,,,1.14,0.47,-0.09,,,,528.685,,,,,,,,,1
Gaia DR3 2126191334752646016,b,-0.09,nan,-0.11,-0.05,-0.26,-0.12,-0.33,-0.11,-0.04,nan,-0.11,-0.06,-0.11,-0.38,nan,-0.11,-0.13,291.57895693379265,44.53171828713381,nan,nan,nan,840.502654779609,N/A,nan,nan,nan,nan,nan,nan,5838.75,4.14,1.06,1.47249,,,1,Transit,22.9221266,0.0002337,-0.0002337,0.1564,,,,,,88.24,,,,,,,,,1.36,0.24,-0.14,,,,840.503,,,,,,,,,1
Gaia DR3 2126194667646233984,d,0.0,nan,-0.08,-0.21,-0.1,0.0,-0.06,-0.0,0.03,nan,0.0,0.05,0.03,-0.14,nan,0.03,-0.12,291.2430661392248,44.008707818531676,nan,nan,nan,688.572509256092,N/A,nan,nan,nan,nan,nan,nan,4901.0,4.49,0.79,0.740322,,,3,Transit,49.5004725,0.0003399,-0.0003399,0.2441,,,,,,89.86,,,,,,,,,2.49,0.1,-0.19,,,,688.573,,,,,,,,,1
Gaia DR3 2126241392589845504,,0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,291.23769982945356,44.587596260672974,nan,nan,nan,310.950959383278,N/A,nan,nan,nan,nan,nan,nan,5739.5,3.69,1.037,2.70597,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126360247226916608,,0.17,nan,0.28,0.13,0.18,0.04,0.12,0.13,0.27,nan,0.11,0.1,0.14,0.08,nan,0.12,-0.28,292.40977613998484,44.31401890963692,nan,nan,nan,302.519171760142,N/A,nan,nan,nan,nan,nan,nan,4847.0,4.20046,0.71,1.10773,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126373097769166080,,0.17,-0.99,-0.03,-0.09,0.07,0.22,nan,0.07,0.17,nan,0.08,0.04,0.09,nan,nan,0.03,nan,292.63817588366135,44.370292728477615,nan,nan,nan,274.880550075067,N/A,nan,nan,nan,nan,nan,nan,6250.95,4.036666666666667,1.304,2.10357,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126415051008325376,c,0.11,nan,0.04,0.05,-0.07,0.02,-0.28,0.07,0.14,nan,0.03,0.12,0.17,-0.1,nan,0.04,0.18,293.67646467570296,44.615589828096546,nan,nan,nan,940.72364077909,N/A,nan,nan,nan,nan,nan,nan,5746.7627,4.53,1.01,1.02938,,,2,Transit,12.24764145,4.021e-05,-4.021e-05,0.1041,,,,,,89.95,,,,,,,,,1.97,0.68,-0.16,,,,940.724,,,,,,,,,1
Gaia DR3 2126418658780855296,b,0.04,nan,0.03,0.04,-0.09,-0.01,-0.12,-0.0,0.05,nan,0.0,0.04,0.05,-0.09,nan,0.01,0.05,293.64128913461695,44.65704399226076,nan,nan,nan,644.140211425278,N/A,nan,nan,nan,nan,nan,nan,5005.3,4.506666666666667,0.88,0.840262,,,2,Transit,5.729,,,,,,,,,,,,118.1,24.1,-25.5,0.372,0.076,-0.08,2.37,0.54,-0.18,0.211,0.048,-0.016,644.14,,,,,,,,,1
Gaia DR3 2126436800722944000,b,-0.26,nan,-0.11,0.05,-0.31,-0.09,-0.03,-0.1,-0.12,nan,-0.02,-0.13,-0.35,-0.56,nan,-0.19,-0.29,293.26096030514026,44.86889441019612,nan,nan,nan,730.62543128133,N/A,nan,nan,nan,nan,nan,nan,5766.0,4.3966666666666665,1.03,1.25389,,,2,Transit,13.72237104,1.849e-05,-1.849e-05,0.1048,,,,,,89.38,,,,,,,,,2.28,0.45,-0.25,,,,730.625,,,,,,,,,1
Gaia DR3 2126516412237386880,,-0.39,nan,-0.3,-0.32,-0.1,-0.21,-0.11,-0.17,-0.41,nan,-0.57,-0.29,-0.24,-0.52,nan,-0.21,0.27,293.06081245503304,45.31064135724746,nan,nan,nan,81.8490101476116,N/A,nan,nan,nan,nan,nan,nan,5692.0,4.805,0.96,1.40141,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126576679217244160,d,0.1,nan,0.0,-0.07,-0.11,0.08,0.07,0.02,0.14,nan,0.09,0.13,0.11,-0.05,nan,0.11,-0.01,291.8419853556526,44.85812374939371,nan,nan,nan,838.595203915335,N/A,nan,nan,nan,nan,nan,nan,4952.31,4.54,0.83,0.847339,,,3,Transit,18.11989364,3.685e-05,-3.685e-05,0.1291,,,,,,88.81,,,,,,,,,3.17,0.63,-0.23,,,,838.595,,,,,,,,,1
Gaia DR3 2126578942662817536,,-0.04,nan,-0.05,-0.08,-0.25,-0.06,-0.15,-0.12,0.01,nan,-0.06,-0.1,-0.09,-0.2,nan,-0.07,0.17,292.28516875699665,44.64123690416577,nan,nan,nan,265.797367212946,N/A,nan,nan,nan,nan,nan,nan,5141.0,3.702,nan,3.1311,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126597569938248064,b,-0.14,nan,0.27,0.2,-0.33,-0.08,-0.24,-0.12,-0.14,nan,-0.15,-0.09,-0.11,-0.33,nan,-0.12,-0.17,291.95999635258124,44.900031561417535,nan,nan,nan,816.559424607667,N/A,nan,nan,nan,nan,nan,nan,4952.0,4.556666666666667,0.86,0.706144,,,2,Transit,3.24416463,1.703e-05,-1.703e-05,,,,,,,,,,,,,,,,1.57,0.12,-0.11,0.14,0.011,-0.01,816.559,,,,,,,,,1
Gaia DR3 2126601108991279872,b,0.21,nan,0.16,0.12,0.09,0.2,0.13,0.18,0.2,nan,0.19,0.25,0.19,0.1,nan,0.25,0.19,291.84807309612097,44.96825725301203,nan,nan,nan,364.030161971703,N/A,nan,nan,nan,nan,nan,nan,5464.55,4.355166666666666,0.99,1.1242,,,2,Transit,2.42630084,2.35e-06,-2.35e-06,0.036,,,,,,88.81,,,,,,,,,1.32,0.24,-0.06,,,,364.03,,,,,,,,,1
Gaia DR3 2126615024685005568,b,-0.04,nan,-0.03,-0.05,-0.28,-0.07,-0.28,-0.09,0.0,nan,-0.03,0.01,-0.06,-0.28,nan,-0.08,0.03,291.4742727633768,44.68348535611411,nan,nan,nan,891.191700171023,N/A,nan,nan,nan,nan,nan,nan,5941.5,4.096666666666667,1.14,1.47097,,,1,Transit,12.4127754,0.000108,-0.000108,0.1097,,,,,,87.66,,,,,,,,,1.4,0.79,-0.24,,,,891.192,,,,,,,,,1
Gaia DR3 2126660856277325696,b,0.06,nan,-0.03,-0.15,-0.08,0.02,-0.02,-0.01,0.05,nan,0.04,0.04,0.03,0.0,nan,0.04,0.14,291.8800499934981,45.387928678866196,nan,nan,nan,770.97787045639,N/A,nan,nan,nan,nan,nan,nan,5343.5,3.8333333333333335,0.94,2.18669,,,2,Transit,26.8476325,0.0001637,-0.0001637,,,,,,,,,,,,,,,,2.18,0.54,-0.46,0.194,0.048,-0.041,770.978,,,,,,,,,1
Gaia DR3 2126749714860677632,b,-0.09,nan,-0.16,-0.02,-0.27,-0.1,-0.32,-0.15,-0.04,nan,0.01,-0.05,-0.08,-0.41,nan,-0.12,-0.07,292.47795167592375,46.022833648461486,nan,nan,nan,1355.02495414701,N/A,nan,nan,nan,nan,nan,nan,6394.0,4.115,1.13,2.02201,,,1,Transit,44.6169557,0.0003329,-0.0003329,0.2638,,,,,,89.95,,,,,,,,,2.17,1.16,-0.42,,,,1355.02,,,,,,,,,1
Gaia DR3 2126806992544494720,b,0.05,nan,0.02,0.06,-0.14,0.01,-0.02,0.04,0.14,nan,-0.02,0.03,0.02,-0.11,nan,0.08,0.17,292.04439424399465,46.32901240612046,nan,nan,nan,982.716398197439,N/A,nan,nan,nan,nan,nan,nan,5954.3335,4.14,1.04,1.5108,,,1,Transit,1.5690665,2.9e-06,-2.9e-06,,,,,,,,,,,,,,,,1.58,0.72,-0.24,0.141,0.064,-0.021,982.716,,,,,,,,,1
Gaia DR3 2126933122843445888,,0.13,nan,0.06,-0.07,0.08,0.12,nan,0.06,0.16,nan,0.14,0.05,0.04,nan,nan,-0.01,nan,289.9310459396705,44.37479884979329,nan,nan,nan,186.308210974777,N/A,nan,nan,nan,nan,nan,nan,6069.2505,4.1325,1.253,2.62291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126936318297510400,,-0.13,nan,-0.09,-0.02,-0.18,-0.05,-0.05,-0.08,-0.06,nan,-0.07,-0.03,-0.13,-0.34,nan,-0.14,-0.21,289.63835211048206,44.40451909833806,nan,nan,nan,136.974461076545,N/A,nan,nan,nan,nan,nan,nan,5666.35,4.34,0.969,1.17171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 2126944603296783232,b,-0.52,nan,-0.37,-0.2,-0.53,-0.35,-0.36,-0.36,-0.39,nan,-0.28,-0.33,-0.56,-0.85,nan,-0.44,-0.51,289.83119687455655,44.60985671547777,nan,nan,nan,631.94946456998,N/A,nan,nan,nan,nan,nan,nan,5783.5,4.59,1.0,1.01632,,,1,Transit,31.1750448,0.0002157,-0.0002157,0.1942,,,,,,89.95,,,,,,,,,1.38,0.54,-0.12,,,,631.949,,,,,,,,,1
