f_preferred_name,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,f_name,f_p,f_m_p,f_e,f_a,
HIP 6762 ,-0.12 ,,-0.08 ,-0.14 ,-0.15 ,-0.07 ,-0.06 ,-0.12 ,-0.09 ,-0.07 ,-0.03 ,-0.04 ,-0.12 ,-0.24 ,-0.10 ,-0.13 ,-0.12 ,21.7564468 ,-0.1575843 ,28.835 ,11.508 ,-0.085 ,31.05 ,thin ,G8V ,7.93 ,0.738 ,-13.90 ,-58.90 ,-29.10 ,5418.0 ,4.47 ,0.93 ,0.89 ,,,,,,
2MASS 11200609-1029468 ,-0.18 ,,,,,,,,,,,,,,,,,170.0254353 ,-10.4963127 ,-18.300 ,3.218 ,-3.443 ,18.90 ,N/A ,,,,,,,3582.0 ,4.73 ,0.51 ,0.51 ,,,,,,
2MASS 19331027+4159513 ,-0.09 ,,-0.09 ,-0.03 ,-0.34 ,-0.11 ,-0.19 ,-0.10 ,-0.12 ,,-0.10 ,-0.10 ,-0.08 ,-0.27 ,,-0.11 ,-0.11 ,293.2928838 ,41.9976231 ,108.167 ,-251.247 ,246.278 ,368.07 ,N/A ,,,,,,,5383.9 ,4.56 ,0.93 ,0.84 ,,,,,,
BD+44 02046 ,0.02 ,,,0.08 ,,0.11 ,0.04 ,,0.05 ,,0.11 ,,,,,,,165.9899341 ,43.4847990 ,-128.577 ,32.082 ,125.689 ,182.64 ,N/A ,,9.16 ,,,,,4851.0 ,3.51 ,,3.99 ,,,,,,
HIP 93971 ,-0.05 ,,,,-0.03 ,0.03 ,-0.06 ,-0.07 ,0.06 ,0.16 ,-0.01 ,0.04 ,-0.03 ,-0.11 ,0.10 ,0.01 ,-0.08 ,287.0027770 ,43.9671017 ,25.571 ,-83.626 ,84.351 ,121.50 ,thin ,F8III ,7.66 ,0.556 ,-21.80 ,-38.70 ,-23.00 ,6287.5 ,3.65 ,1.23 ,2.75 ,,,,,,
HIP 72312 ,-0.21 ,-3.78 ,-0.10 ,-0.27 ,-0.19 ,-0.11 ,-0.18 ,-0.12 ,-0.16 ,0.01 ,-0.12 ,-0.03 ,-0.04 ,-0.39 ,0.09 ,-0.18 ,-0.08 ,221.8170882 ,2.7032263 ,-14.428 ,-12.908 ,0.914 ,19.38 ,thin ,K2.5V ,7.75 ,0.893 ,-4.80 ,-23.40 ,18.70 ,5027.3 ,4.48 ,0.82 ,0.75 ,,,,,,
HIP 6778 ,0.25 ,,0.25 ,-0.05 ,,,,,,,,,,,,,,21.7849863 ,41.1864142 ,64.772 ,25.887 ,61.036 ,92.69 ,thin ,G0 ,8.74 ,0.678 ,-13.50 ,-34.90 ,-44.50 ,5817.0 ,4.10 ,1.05 ,1.51 ,,,,,,
HIP 105083 ,-0.17 ,,,-0.05 ,-0.23 ,0.01 ,-0.19 ,-0.21 ,-0.12 ,-0.02 ,-0.17 ,0.16 ,-0.29 ,-0.31 ,,-0.28 ,-0.24 ,319.3148856 ,-21.7414740 ,77.144 ,-66.320 ,-40.570 ,109.52 ,thin ,F5V ,7.97 ,0.443 ,86.70 ,-20.00 ,-22.20 ,6592.7 ,4.06 ,1.37 ,1.96 ,,,,,,
2MASS 21151258+2547453 ,0.33 ,,,,,,,,,,,0.22 ,,,,,,318.8024845 ,25.7959787 ,18.094 ,-15.839 ,11.623 ,26.71 ,N/A ,,,,,,,3465.0 ,4.70 ,0.54 ,0.54 ,,,,,,
HD 188004 ,-0.39 ,,,-0.16 ,,-0.22 ,-0.40 ,,-0.35 ,,-0.31 ,,,,,,,298.1719261 ,9.1449646 ,79.196 ,-147.873 ,27.003 ,169.91 ,N/A ,,8.90 ,,,,,4785.0 ,2.55 ,,4.41 ,,,,,,
HIP 6795 ,-0.03 ,,0.06 ,-0.16 ,,,0.02 ,-0.03 ,0.06 ,0.02 ,0.09 ,0.18 ,0.04 ,-0.07 ,-0.02 ,-0.05 ,0.21 ,21.8633871 ,-25.9369053 ,37.699 ,15.127 ,-19.757 ,45.17 ,thin ,K0V ,9.15 ,0.860 ,18.80 ,-21.40 ,-25.90 ,5229.8 ,4.42 ,0.89 ,0.81 ,,,,,,
HIP 72339 ,0.05 ,-2.69 ,0.07 ,-0.03 ,,0.11 ,0.06 ,0.03 ,0.07 ,0.15 ,0.08 ,0.06 ,0.04 ,0.02 ,0.14 ,0.02 ,0.07 ,221.8863607 ,-0.2814739 ,-23.731 ,-21.282 ,-0.157 ,31.88 ,thin ,K0V ,8.04 ,0.781 ,-9.70 ,-28.00 ,-10.60 ,5385.4 ,4.45 ,0.93 ,0.87 ,b ,10.70867 ,1.149 ,0.015 ,0.0929 ,
2MASS 19481992+4340478 ,0.25 ,,0.26 ,0.16 ,0.15 ,0.24 ,0.22 ,0.22 ,0.24 ,,0.23 ,0.26 ,0.23 ,0.09 ,,0.28 ,,297.0830537 ,43.6799625 ,149.093 ,-291.566 ,312.722 ,452.81 ,N/A ,,,,,,,4854.0 ,4.48 ,0.79 ,0.84 ,,,,,,
HIP 6812 ,-0.14 ,,,,-0.01 ,-0.04 ,-0.06 ,-0.03 ,-0.04 ,0.05 ,-0.01 ,0.09 ,-0.09 ,0.09 ,,-0.11 ,,21.9123720 ,-71.7041072 ,31.151 ,12.531 ,-101.552 ,106.96 ,N/A ,G8/K0III ,7.26 ,0.962 ,,,,4898.0 ,3.12 ,,5.61 ,,,,,,
HIP 39589 ,0.28 ,,,,0.22 ,0.23 ,0.19 ,0.33 ,0.28 ,,0.23 ,,0.33 ,0.16 ,,0.21 ,,121.3487136 ,-74.4104130 ,-10.965 ,18.001 ,-75.544 ,78.43 ,N/A ,G5IV/V ,9.11 ,0.660 ,,,,5807.0 ,4.39 ,1.04 ,1.08 ,b ,1103.0 ,3.07 ,0.03 ,2.18 ,
HIP 66673 ,-3.24 ,-0.84 ,-2.73 ,-2.34 ,-1.74 ,-2.83 ,-2.21 ,-1.46 ,-2.68 ,,-2.86 ,,-3.35 ,,,-3.12 ,,205.0103841 ,-0.0385417 ,-239.202 ,-111.595 ,-0.178 ,263.95 ,N/A ,A0 ,11.45 ,0.405 ,,,,6396.1 ,4.14 ,1.40 ,0.94 ,,,,,,
HIP 6833 ,-0.19 ,-1.53 ,-0.17 ,,-0.22 ,-0.21 ,-0.29 ,-0.23 ,-0.16 ,-0.19 ,-0.11 ,-0.24 ,-0.17 ,-0.40 ,-0.24 ,-0.25 ,,21.9815187 ,-1.9914880 ,44.371 ,17.910 ,-1.664 ,47.88 ,thin ,G5V ,8.59 ,0.656 ,61.10 ,-13.30 ,18.50 ,5687.0 ,4.52 ,1.01 ,0.88 ,,,,,,
HIP 72370 ,-0.26 ,-2.88 ,,,,,,,,,,,,,,,,221.9655156 ,-79.0447562 ,-18.704 ,-16.821 ,-129.952 ,132.36 ,thin ,K3IIICN0.5 ,3.83 ,1.433 ,-7.30 ,-2.70 ,-7.40 ,4300.0 ,,,54.92 ,,,,,,
HIP 72373 ,-0.09 ,-3.18 ,-0.10 ,-0.01 ,-0.02 ,0.20 ,0.18 ,0.18 ,-0.04 ,-0.04 ,-0.02 ,-0.09 ,-0.05 ,-0.21 ,0.01 ,-0.03 ,-0.22 ,221.9789652 ,-12.8400079 ,-86.480 ,-77.810 ,-26.515 ,119.32 ,thin ,K1IIICN0.5 ,6.34 ,1.097 ,55.90 ,-25.30 ,-20.70 ,4731.5 ,,,10.84 ,,,,,,
2MASS 02505320+2901206 ,0.25 ,,0.29 ,0.26 ,0.16 ,0.23 ,0.20 ,0.20 ,0.25 ,,0.23 ,0.27 ,0.25 ,0.13 ,,0.25 ,0.09 ,42.7216680 ,29.0223674 ,232.009 ,214.254 ,175.215 ,361.15 ,N/A ,,,,,,,5032.1 ,4.50 ,0.84 ,0.86 ,b ,2.7535953 ,0.817 ,0.03 ,0.03696 ,
HIP 39616 ,-0.33 ,-0.68 ,-0.14 ,-0.24 ,-0.33 ,-0.26 ,-0.53 ,-0.24 ,-0.37 ,,-0.43 ,-0.51 ,,-0.69 ,-0.40 ,-0.44 ,,121.4334031 ,68.3815909 ,-10.841 ,17.737 ,52.453 ,56.42 ,thin ,F7V ,8.15 ,0.529 ,-61.10 ,-39.60 ,-39.90 ,6025.5 ,4.41 ,1.15 ,1.08 ,,,,,,
2MASS 20305413+0625463 ,0.13 ,-3.05 ,0.06 ,,0.08 ,0.12 ,0.07 ,0.14 ,0.06 ,0.15 ,0.16 ,0.37 ,0.10 ,0.13 ,0.06 ,0.11 ,,307.7255330 ,6.4295384 ,93.176 ,-120.445 ,17.160 ,153.24 ,N/A ,,11.98 ,,,,,5179.7 ,4.44 ,0.87 ,0.85 ,b ,2.15222144 ,0.847 ,None ,0.03033 ,
2MASS 11522658+0415171 ,-0.33 ,,-0.02 ,0.06 ,-0.35 ,-0.12 ,-0.24 ,-0.26 ,-0.20 ,,-0.20 ,-0.14 ,-0.36 ,-0.60 ,,-0.25 ,-0.40 ,178.1107864 ,4.2547566 ,-492.363 ,16.241 ,36.650 ,493.99 ,N/A ,,,,,,,4927.0 ,4.49 ,0.81 ,0.85 ,b ,11.8104 ,None ,None ,None ,
HIP 6854 ,0.03 ,-0.31 ,0.14 ,,0.04 ,0.03 ,-0.11 ,0.02 ,,0.22 ,0.16 ,0.14 ,0.07 ,-0.10 ,0.01 ,,,22.0304624 ,-28.0512547 ,45.553 ,18.433 ,-26.185 ,55.68 ,thin ,F6/7V ,7.73 ,0.527 ,-34.10 ,-7.40 ,-25.50 ,6339.3 ,4.96 ,1.24 ,1.21 ,,,,,,
HIP 6856 ,-0.06 ,,,0.14 ,-0.20 ,-0.16 ,-0.10 ,-0.18 ,0.11 ,0.04 ,0.07 ,0.09 ,0.07 ,,-0.02 ,-0.17 ,0.20 ,22.0360873 ,-52.6386521 ,22.387 ,9.061 ,-31.632 ,39.80 ,thin ,K1V ,9.07 ,0.951 ,-8.60 ,-18.80 ,-0.90 ,4859.0 ,4.52 ,0.79 ,0.84 ,,,,,,
HIP 77603 ,0.22 ,,0.09 ,0.11 ,0.23 ,0.18 ,0.28 ,0.25 ,0.21 ,,0.21 ,0.19 ,0.16 ,,0.18 ,0.22 ,,237.6427472 ,-44.5651024 ,-42.822 ,-67.588 ,-78.806 ,112.31 ,thin ,G2IV/V ,7.99 ,0.683 ,-11.40 ,-5.70 ,-13.50 ,6006.0 ,3.68 ,1.11 ,2.53 ,,,,,,
HIP 6868 ,0.14 ,-3.06 ,-0.03 ,0.04 ,0.44 ,0.33 ,0.46 ,0.39 ,0.31 ,0.18 ,0.24 ,0.26 ,0.30 ,0.24 ,0.29 ,0.30 ,0.24 ,22.0954825 ,7.9613550 ,109.132 ,44.304 ,16.472 ,118.93 ,thin ,K1III ,6.21 ,1.114 ,-46.50 ,-38.30 ,3.90 ,4805.0 ,2.86 ,,10.81 ,,,,,,
HIP 6869 ,0.25 ,,0.10 ,0.36 ,0.21 ,0.14 ,0.03 ,0.20 ,0.30 ,,0.23 ,0.10 ,0.26 ,0.09 ,,0.20 ,0.35 ,22.1015229 ,17.0792610 ,45.612 ,18.522 ,15.125 ,51.50 ,thin ,F8IV-V ,6.59 ,0.526 ,-25.40 ,-18.90 ,-8.20 ,6255.5 ,4.05 ,1.21 ,1.91 ,,,,,,
HIP 72407 ,-0.39 ,-2.15 ,0.03 ,-0.03 ,-0.44 ,-0.22 ,-0.43 ,-0.15 ,-0.31 ,,-0.32 ,-0.40 ,,-0.87 ,-0.37 ,-0.43 ,,222.0779322 ,58.9100401 ,-36.803 ,-33.228 ,82.229 ,96.02 ,thick ,G3 ,9.77 ,0.630 ,-97.30 ,-64.20 ,39.20 ,5604.7 ,4.47 ,1.01 ,1.04 ,,,,,,
HIP 6878 ,0.02 ,,-0.02 ,0.15 ,-0.19 ,,-0.35 ,0.01 ,0.13 ,,0.02 ,0.15 ,0.09 ,-0.15 ,,-0.06 ,0.09 ,22.1431679 ,42.2676914 ,22.747 ,9.256 ,22.321 ,33.19 ,thin ,F8V ,6.66 ,0.505 ,-9.00 ,-6.60 ,-15.90 ,6261.7 ,4.35 ,1.22 ,1.19 ,,,,,,
HIP 105184 ,0.04 ,-1.08 ,-0.04 ,-0.08 ,-0.08 ,0.04 ,-0.04 ,-0.02 ,0.04 ,0.06 ,0.03 ,-0.06 ,0.01 ,-0.11 ,0.04 ,-0.06 ,0.14 ,319.6136222 ,-43.3346517 ,13.194 ,-11.223 ,-16.343 ,23.82 ,thin ,G5V ,6.75 ,0.637 ,-12.30 ,1.60 ,-27.10 ,5828.0 ,4.52 ,1.05 ,0.97 ,,,,,,
HD 15306 ,-0.30 ,,,,,,,-0.13 ,-0.45 ,,-0.05 ,,,,,-0.34 ,0.58 ,36.9633580 ,-0.7895030 ,150.812 ,113.494 ,-2.601 ,188.76 ,N/A ,,8.92 ,,,,,6750.0 ,4.05 ,1.50 ,2.00 ,,,,,,
HIP 6886 ,0.04 ,-3.28 ,,,,,,,,,,,,,,,,22.1736826 ,-68.1751194 ,57.041 ,23.248 ,-153.809 ,165.69 ,N/A ,K3III ,7.49 ,1.185 ,,,,4587.0 ,,,9.60 ,,,,,,
HIP 104914 ,0.04 ,-1.78 ,,,,,,,,,,,,,,,,318.7775709 ,-17.3451801 ,87.627 ,-76.772 ,-36.387 ,122.05 ,thin ,K0III ,6.05 ,0.978 ,5.10 ,-9.50 ,-5.50 ,4992.0 ,,,10.45 ,,,,,,
HIP 39662 ,0.04 ,-3.08 ,,,,,,,,,,,,,,,,121.5799396 ,-38.8967200 ,-64.807 ,105.425 ,-99.843 ,159.01 ,N/A ,K2III ,6.91 ,1.135 ,,,,4893.0 ,,,10.67 ,,,,,,
2MASS 18573463+4614566 ,-0.03 ,,-0.08 ,-0.10 ,-0.26 ,-0.06 ,-0.17 ,-0.06 ,0.01 ,,-0.06 ,-0.04 ,-0.01 ,-0.20 ,,-0.08 ,0.11 ,284.3943296 ,46.2491215 ,65.693 ,-255.961 ,276.037 ,382.14 ,N/A ,,,,,,,5601.0 ,4.52 ,0.99 ,0.91 ,b ,10.04556377 ,None ,None ,None ,
HIP 105202 ,-0.22 ,-0.59 ,-0.03 ,-0.13 ,-0.27 ,-0.20 ,-0.38 ,-0.13 ,-0.21 ,,-0.25 ,-0.32 ,,-0.57 ,-0.22 ,-0.28 ,,319.6549075 ,8.9596580 ,32.492 ,-27.599 ,6.721 ,43.16 ,thin ,F5 ,7.27 ,0.488 ,-15.40 ,-6.80 ,-24.00 ,6233.8 ,4.39 ,1.22 ,1.17 ,,,,,,
HIP 105204 ,-0.22 ,,-0.35 ,,-0.04 ,-0.26 ,0.02 ,-0.31 ,-0.02 ,0.46 ,0.19 ,0.39 ,-0.13 ,-0.48 ,-0.07 ,-0.25 ,,319.6635663 ,-8.0395927 ,26.213 ,-22.259 ,-4.857 ,34.73 ,N/A ,K4+V(k) ,9.87 ,1.111 ,,,,4737.0 ,4.40 ,0.76 ,0.63 ,,,,,,
BD+00 02245 ,-1.03 ,,,-0.50 ,,-0.46 ,,,,,-0.69 ,,,,,,,124.2407315 ,0.0176661 ,-84.815 ,124.611 ,0.046 ,150.74 ,N/A ,,9.69 ,,,,,5552.3 ,3.70 ,0.94 ,1.90 ,,,,,,
HIP 105214 ,0.10 ,,0.16 ,0.21 ,0.02 ,0.20 ,0.18 ,0.14 ,0.11 ,0.20 ,0.15 ,0.08 ,0.08 ,-0.06 ,0.20 ,0.13 ,-0.06 ,319.6849070 ,-61.3527347 ,11.135 ,-9.448 ,-26.732 ,30.46 ,thin ,G5V ,6.60 ,0.689 ,-77.90 ,-56.50 ,-24.30 ,5665.0 ,4.04 ,1.00 ,1.44 ,,,,,,
HIP 6914 ,-0.14 ,,,,-0.21 ,0.01 ,-0.18 ,-0.04 ,-0.14 ,-0.02 ,-0.14 ,-0.14 ,-0.09 ,-0.32 ,-0.05 ,-0.01 ,0.04 ,22.2587712 ,74.2050528 ,15.298 ,6.261 ,58.436 ,60.73 ,thin ,G5V ,7.24 ,0.673 ,-62.50 ,-8.00 ,-18.50 ,5767.0 ,3.84 ,1.03 ,2.02 ,,,,,,
HIP 39684 ,-0.04 ,,,,0.17 ,0.02 ,0.02 ,0.08 ,0.05 ,,-0.02 ,0.03 ,-0.03 ,-0.16 ,,-0.05 ,,121.6506351 ,-63.5159120 ,-37.233 ,60.402 ,-142.413 ,159.11 ,N/A ,K0III ,6.65 ,0.978 ,,,,4925.0 ,2.73 ,,11.12 ,,,,,,
HIP 6917 ,-0.22 ,,,,-0.22 ,-0.27 ,-0.29 ,-0.02 ,-0.36 ,-0.14 ,-0.44 ,-0.38 ,-0.24 ,-0.44 ,-0.13 ,-0.17 ,-0.27 ,22.2704039 ,21.7231674 ,20.098 ,8.231 ,8.653 ,23.38 ,thin ,K2.5V ,7.70 ,0.966 ,-45.40 ,-31.40 ,-21.80 ,4829.0 ,4.32 ,0.78 ,1.02 ,,,,,,
HIP 72461 ,-2.36 ,-0.98 ,,,-2.43 ,-2.06 ,,,-2.03 ,,-1.89 ,,-2.56 ,,,,,222.2598125 ,25.7025379 ,-96.700 ,-87.867 ,62.888 ,145.00 ,thick ,A8 ,9.73 ,0.437 ,122.50 ,-106.20 ,19.60 ,6088.1 ,4.19 ,1.13 ,1.38 ,,,,,,
HIP 72462 ,-0.29 ,,,,,,,,,,,,,,,,,222.2602155 ,19.3476747 ,-277.586 ,-252.232 ,131.697 ,397.52 ,N/A ,K2III ,8.41 ,1.217 ,,,,4522.0 ,,,16.18 ,,,,,,
HIP 105232 ,0.08 ,,-0.04 ,-0.03 ,-0.12 ,0.08 ,-0.03 ,0.03 ,0.16 ,0.09 ,0.08 ,0.04 ,0.11 ,-0.11 ,0.13 ,0.02 ,0.26 ,319.7425826 ,26.2305434 ,26.869 ,-22.752 ,17.348 ,39.25 ,thin ,G8IV ,8.43 ,0.750 ,-23.20 ,-15.30 ,-12.40 ,5426.0 ,4.53 ,0.94 ,0.88 ,b ,None ,24.09 ,None ,487.1 ,
HIP 72467 ,-0.13 ,-0.65 ,0.01 ,0.12 ,-0.21 ,,-0.28 ,-0.05 ,-0.16 ,,-0.31 ,-0.16 ,,-0.55 ,-0.22 ,-0.26 ,,222.2774018 ,56.8959807 ,-47.732 ,-43.399 ,98.947 ,118.12 ,thin ,F8 ,8.16 ,0.469 ,15.30 ,-35.50 ,-2.80 ,6280.2 ,3.92 ,1.24 ,2.10 ,,,,,,
HIP 72471 ,-0.06 ,-3.28 ,,,,,,,,,,,,,,,,222.2793986 ,-56.6678283 ,-34.618 ,-31.477 ,-71.143 ,85.15 ,thin ,K1III ,6.21 ,1.107 ,-27.90 ,-52.20 ,-23.50 ,4677.0 ,,,8.14 ,,,,,,
HIP 6939 ,0.27 ,,,,0.51 ,0.36 ,0.46 ,0.33 ,0.17 ,,0.16 ,0.11 ,0.22 ,,0.40 ,0.32 ,,22.3480515 ,25.2753517 ,109.482 ,45.009 ,55.892 ,130.91 ,thin ,K2III ,6.66 ,1.199 ,-33.60 ,-16.10 ,2.40 ,4743.0 ,,,10.83 ,,,,,,
HIP 39710 ,-0.15 ,-1.14 ,-0.15 ,-0.22 ,-0.26 ,-0.11 ,-0.17 ,-0.14 ,-0.06 ,-0.04 ,-0.07 ,-0.15 ,-0.16 ,-0.35 ,-0.12 ,-0.17 ,-0.09 ,121.7521761 ,-29.4029379 ,-11.788 ,19.048 ,-12.623 ,25.71 ,thin ,G0V ,6.79 ,0.600 ,58.90 ,-7.20 ,10.90 ,5885.0 ,4.50 ,1.07 ,1.00 ,,,,,,
HIP 72479 ,0.01 ,,,0.30 ,-0.15 ,0.08 ,0.07 ,0.04 ,-0.05 ,,0.18 ,,,-0.06 ,0.06 ,0.01 ,0.15 ,222.3067570 ,10.2144550 ,-32.219 ,-29.324 ,7.850 ,44.27 ,thick ,K2V ,8.43 ,0.866 ,-42.10 ,-54.50 ,-75.00 ,5081.0 ,4.56 ,,0.79 ,,,,,,
HIP 105249 ,-1.80 ,,,,,,,,,,-1.65 ,,,,,,,319.7746513 ,-33.9188667 ,301.628 ,-255.124 ,-265.654 ,476.07 ,N/A ,A0(III)W ,9.05 ,0.197 ,,,,7333.3 ,2.80 ,1.82 ,4.06 ,,,,,,
HIP 6949 ,-0.46 ,,,-0.21 ,-0.46 ,-0.15 ,-0.22 ,-0.33 ,-0.29 ,-0.34 ,-0.22 ,-0.39 ,-0.51 ,-0.72 ,-0.32 ,-0.49 ,-0.42 ,22.3693094 ,-51.5018756 ,48.907 ,20.127 ,-66.492 ,84.96 ,thick ,G8IV/V ,7.69 ,0.839 ,40.70 ,-94.40 ,31.80 ,5049.5 ,3.35 ,,3.29 ,,,,,,
HIP 72486 ,0.07 ,,,,0.08 ,0.07 ,,0.04 ,0.18 ,0.20 ,0.15 ,0.11 ,0.13 ,-0.25 ,0.10 ,0.05 ,,222.3254178 ,49.8377661 ,-26.755 ,-24.367 ,42.880 ,56.11 ,thin ,F8 ,8.11 ,0.570 ,1.80 ,4.00 ,-15.50 ,6001.0 ,4.37 ,1.11 ,1.13 ,,,,,,
HIP 39720 ,0.23 ,,,,0.30 ,,,0.23 ,,,0.22 ,,,,,0.21 ,,121.7864825 ,-36.3814112 ,-20.690 ,33.387 ,-28.939 ,48.79 ,thin ,F8V ,7.30 ,0.548 ,-30.70 ,-21.10 ,4.00 ,6261.5 ,4.32 ,1.21 ,1.31 ,,,,,,
HD 201796a ,0.19 ,,-0.06 ,0.30 ,-0.04 ,0.07 ,0.04 ,0.11 ,0.15 ,,0.18 ,0.16 ,0.21 ,,0.06 ,0.16 ,,318.0941934 ,-15.0001017 ,33.150 ,-29.750 ,-11.935 ,46.11 ,N/A ,,,,,,,5715.0 ,4.42 ,1.02 ,1.03 ,,,,,,
HIP 72499 ,0.34 ,,,0.20 ,,,,,,,,,,,,,,222.3589807 ,10.0441571 ,-99.728 ,-90.934 ,23.905 ,137.06 ,thin ,K3IIIb:Fe2 ,6.64 ,1.260 ,-3.50 ,-75.30 ,-26.50 ,4597.7 ,,,11.78 ,,,,,,
HIP 115849 ,0.13 ,,,,0.08 ,-0.12 ,0.09 ,0.17 ,0.05 ,,0.24 ,0.36 ,0.22 ,,0.17 ,0.20 ,,352.0631962 ,-44.4609958 ,26.827 ,-3.740 ,-26.582 ,37.95 ,thin ,K2.5V ,8.98 ,0.934 ,9.40 ,-47.20 ,23.20 ,5075.0 ,4.58 ,0.85 ,0.78 ,,,,,,
HIP 6969 ,0.38 ,,0.28 ,0.17 ,,,,,,,,,,,,,,22.4263833 ,17.0989665 ,76.292 ,31.486 ,25.389 ,86.35 ,thin ,G5 ,8.14 ,0.721 ,-54.50 ,-18.30 ,-14.00 ,5628.0 ,3.83 ,1.00 ,2.02 ,,,,,,
HIP 39738 ,-0.03 ,,,,0.07 ,0.05 ,0.09 ,0.06 ,0.04 ,0.15 ,0.09 ,0.20 ,,0.25 ,0.15 ,0.01 ,,121.8305505 ,-48.3861222 ,-24.139 ,38.886 ,-51.526 ,68.92 ,thin ,K1III ,6.70 ,0.954 ,-87.70 ,-59.00 ,-14.60 ,4976.0 ,3.31 ,,4.35 ,,,,,,
HIP 72507 ,-0.20 ,,-0.13 ,-0.20 ,-0.31 ,-0.12 ,-0.25 ,-0.25 ,-0.13 ,,-0.16 ,-0.29 ,-0.23 ,-0.50 ,-0.29 ,-0.27 ,,222.3816742 ,-59.1318159 ,-18.361 ,-16.755 ,-41.585 ,48.45 ,thin ,G3V ,8.53 ,0.648 ,-77.80 ,27.20 ,2.50 ,5774.0 ,4.55 ,1.03 ,0.89 ,,,,,,
HIP 6975 ,-0.27 ,-1.21 ,-0.10 ,-0.17 ,-0.39 ,-0.25 ,-0.41 ,-0.23 ,-0.29 ,,-0.35 ,-0.45 ,,-0.65 ,-0.36 ,-0.38 ,,22.4527221 ,23.6904427 ,39.915 ,16.495 ,18.950 ,47.16 ,thin ,F8 ,7.64 ,0.556 ,39.90 ,-28.30 ,21.20 ,5890.2 ,4.26 ,1.08 ,1.23 ,,,,,,
HIP 6978 ,0.34 ,,0.27 ,0.25 ,0.23 ,0.24 ,0.17 ,0.28 ,0.28 ,,0.24 ,0.29 ,0.27 ,0.22 ,,0.33 ,0.29 ,22.4640242 ,31.0073352 ,34.306 ,14.185 ,22.312 ,43.31 ,thin ,G5V ,7.95 ,0.710 ,-40.80 ,-18.60 ,0.70 ,5655.5 ,4.42 ,1.00 ,1.10 ,,,,,,
2MASS 09404320+0100294 ,-2.49 ,,-2.40 ,-1.97 ,-3.01 ,-2.42 ,-3.63 ,,-2.13 ,,,,,,,,,145.1800222 ,1.0081986 ,-148.351 ,103.184 ,3.180 ,180.74 ,N/A ,,10.50 ,,,,,6357.3 ,4.22 ,1.21 ,1.22 ,,,,,,
HIP 39748 ,-0.16 ,-1.12 ,,,,,,,,,,,,,,,,121.8557441 ,-32.0090462 ,-24.215 ,38.969 ,-28.679 ,54.11 ,N/A ,G2V ,8.60 ,0.623 ,,,,5867.0 ,4.53 ,1.06 ,0.93 ,,,,,,
HIP 39757 ,0.39 ,-1.24 ,,,,,,,,,,,,,,,,121.8860265 ,-24.3043303 ,-9.688 ,15.572 ,-8.282 ,20.12 ,thin ,F5IIkF2IImF5II ,2.81 ,0.458 ,-27.70 ,-37.50 ,-0.70 ,6687.2 ,3.26 ,,3.25 ,,,,,,
HIP 6990 ,0.09 ,,0.11 ,0.30 ,0.04 ,0.14 ,0.13 ,0.13 ,0.08 ,,0.06 ,0.03 ,0.08 ,,0.10 ,0.12 ,,22.4995560 ,-22.5242258 ,47.686 ,19.752 ,-21.405 ,55.88 ,thin ,G5IV/V ,7.99 ,0.656 ,-20.40 ,-29.80 ,-27.10 ,5791.0 ,4.24 ,1.04 ,1.29 ,,,,,,
HIP 6993 ,0.45 ,,0.43 ,0.43 ,0.46 ,0.43 ,0.34 ,0.44 ,0.41 ,,0.39 ,,0.36 ,0.44 ,,0.46 ,,22.5041763 ,-19.6045019 ,70.920 ,29.382 ,-27.342 ,81.49 ,N/A ,G8IV ,8.37 ,0.761 ,,,,5599.0 ,4.15 ,0.99 ,1.70 ,b ,1179.0 ,1.11 ,0.12 ,2.2 ,
HIP 72531 ,0.18 ,,0.16 ,,,,,,,,,,,,,,,222.4421198 ,-9.2025386 ,-56.115 ,-51.316 ,-12.319 ,77.03 ,thin ,F6V ,7.65 ,0.518 ,-36.80 ,-13.40 ,-10.00 ,6225.5 ,4.02 ,1.20 ,1.78 ,,,,,,
BD+20 02454 ,0.17 ,,,0.22 ,,0.12 ,0.16 ,,0.15 ,,0.12 ,,,,,,,153.7381490 ,19.5747132 ,-348.430 ,171.916 ,138.157 ,412.37 ,N/A ,,10.38 ,,,,,4541.0 ,2.89 ,,6.50 ,,,,,,
HIP 6999 ,0.11 ,-2.92 ,-0.07 ,0.07 ,0.32 ,0.28 ,0.22 ,0.24 ,0.14 ,0.03 ,0.15 ,0.06 ,0.10 ,0.24 ,0.18 ,0.14 ,0.11 ,22.5254231 ,47.0072739 ,60.430 ,25.062 ,70.173 ,95.94 ,thin ,K0III ,5.27 ,0.999 ,8.10 ,-14.20 ,-13.90 ,4892.2 ,2.71 ,,11.80 ,,,,,,
