star_name,planet_letters,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,hostname,pl_letter,gaia_id,tic_id,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratdor
2MASS 19311407+4934460,b,0.2,,0.15,0.15,0.12,0.15,0.12,0.18,0.24,,0.14,0.15,0.17,0.17,,0.23,0.2,292.8086104,49.5794612,230.61,-548.368,698.48,917.48,N/A,,,,,,,5959.8,4.22,1.09,1.34,,,Gaia DR2 2129833810615727488,TIC 26748113,Transit,35.96807699,6.43e-06,-6.43e-06,,,,,,,,,,,,,,,,
2MASS 19311407+4934460,c,0.2,,0.15,0.15,0.12,0.15,0.12,0.18,0.24,,0.14,0.15,0.17,0.17,,0.23,0.2,292.8086104,49.5794612,230.61,-548.368,698.48,917.48,N/A,,,,,,,5959.8,4.22,1.09,1.34,,,Gaia DR2 2129833810615727488,TIC 26748113,Transit,110.978266,0.003333,-0.003333,0.4808,,,,,,89.94,,,,,,,,,75.6
HIP 4297,b,0.12,,0.05,0.08,0.08,0.11,0.22,0.13,0.12,0.08,0.13,0.05,0.05,0.26,0.12,0.13,0.18,13.7558328,0.7895559,117.912,28.866,1.673,121.41,thin,K0III,8.05,0.985,14.9,-18.2,-12.8,4900.0,3.35,,4.43,,,Gaia DR2 2537319343919089024,TIC 344627954,Radial Velocity,638.6,1.2,-1.2,1.57,0.13,-0.13,0.015,0.016,-0.016,,,,1.56,0.29,-0.29,,,,
HIP 4297,c,0.12,,0.05,0.08,0.08,0.11,0.22,0.13,0.12,0.08,0.13,0.05,0.05,0.26,0.12,0.13,0.18,13.7558328,0.7895559,117.912,28.866,1.673,121.41,thin,K0III,8.05,0.985,14.9,-18.2,-12.8,4900.0,3.35,,4.43,,,Gaia DR2 2537319343919089024,TIC 344627954,Radial Velocity,872.2,6.0,-6.0,1.93,0.13,-0.13,0.183,0.064,-0.064,,,,1.053,0.072,-0.072,,,,
2MASS 19004559+4601406,b,0.28,,0.21,0.26,0.22,0.19,0.18,0.26,0.3,,0.25,0.24,0.28,0.25,,0.32,0.22,285.189953,46.0279699,64.181,-236.389,253.898,352.79,N/A,,,,,,,6066.2,4.17,1.13,1.45,,,Gaia DR2 2107266570672734592,TIC 164881786,Transit,14.4359459,6.195e-05,-6.195e-05,0.1242,,,,,,88.65,,,,,,,,,25.9
2MASS 19004559+4601406,c,0.28,,0.21,0.26,0.22,0.19,0.18,0.26,0.3,,0.25,0.24,0.28,0.25,,0.32,0.22,285.189953,46.0279699,64.181,-236.389,253.898,352.79,N/A,,,,,,,6066.2,4.17,1.13,1.45,,,Gaia DR2 2107266570672734592,TIC 164881786,Transit,29.39337161,7.209e-05,-7.209e-05,,,,,,,,,,,,,,,,
2MASS 19004559+4601406,d,0.28,,0.21,0.26,0.22,0.19,0.18,0.26,0.3,,0.25,0.24,0.28,0.25,,0.32,0.22,285.189953,46.0279699,64.181,-236.389,253.898,352.79,N/A,,,,,,,6066.2,4.17,1.13,1.45,,,Gaia DR2 2107266570672734592,TIC 164881786,Transit,48.63038976,9.433e-05,-9.433e-05,,,,,,,,,,,,,0.227,0.005,-0.005,
HIP 69888,b,,,-0.19,-0.14,-0.19,-0.07,-0.08,-0.19,-0.02,,-0.04,-0.08,-0.07,-0.05,,0.02,0.01,214.538826,38.9669821,-98.406,-67.731,96.624,153.65,thick,G7III,8.21,0.97,-6.4,-44.2,-65.1,4850.0,,,5.24,,,Gaia DR2 1484890423248544256,TIC 27354139,Radial Velocity,1756.2,3.9,-3.9,3.16,0.36,-0.36,0.591,0.014,-0.014,,,,22.16,0.96,-0.96,,,,
2MASS 19003517+3922148,b,-0.02,,-0.04,0.03,-0.26,-0.06,-0.16,-0.07,-0.03,,-0.01,-0.11,-0.01,-0.24,,-0.09,-0.05,285.1466011,39.3707969,134.594,-497.219,422.68,666.33,N/A,,,,,,,6216.0,4.34,1.2,1.22,,,Gaia DR2 2100303539632796032,TIC 120424814,Transit,1.13854338,2.59e-06,-2.59e-06,,,,,,,,,,,,,0.099,0.043,-0.016,
2MASS 11260363+0113505,b,0.14,,0.07,0.03,0.02,0.11,0.01,0.11,0.14,,0.11,0.16,0.14,0.01,,0.16,0.09,171.5151726,1.2307399,-246.856,36.826,5.362,249.65,N/A,,,,,,,5231.0,4.49,0.89,0.89,,,Gaia DR2 3798552815560689792,TIC 363548415,Transit,6.771375,5.3e-05,-5.3e-05,,,,,,,,,,,,,0.451,0.037,-0.028,17.1
HIP 37284,b,0.18,,0.16,0.15,0.22,0.12,0.21,0.12,0.2,0.39,0.26,0.52,0.14,0.07,0.21,0.16,0.22,114.8410571,-78.2789744,-3.217,6.948,-36.904,37.69,thin,K3V(k),9.36,1.006,14.9,-25.1,-18.6,4812.3,4.28,0.78,0.78,,,Gaia DR2 5209903017765189760,TIC 278380701,Radial Velocity,2.81805,7.1e-05,-7.1e-05,0.04,,,,,,,,,0.25,0.01,-0.01,,,,
HIP 4552,b,0.13,-3.11,-0.1,-0.15,0.2,0.15,0.12,0.09,0.16,0.22,0.19,0.26,0.16,0.35,0.34,0.22,0.29,14.5592458,33.9508843,46.656,12.117,32.454,58.11,thin,K0,6.0,1.0,8.6,-30.0,-5.3,4929.0,3.32,,5.36,,,Gaia DR2 362706006713454208,TIC 53873088,Radial Velocity,779.9,4.9,-4.9,1.911,0.088,-0.088,0.056,0.039,-0.039,,,,1.681,0.081,-0.081,,,,
2MASS 19365254+4928452,b,-0.12,,-0.09,-0.03,-0.26,-0.13,-0.22,-0.16,-0.07,,-0.11,-0.15,-0.13,-0.36,,-0.13,-0.16,294.2188981,49.479237,222.756,-495.217,635.317,835.76,N/A,,,,,,,5862.0,4.09,1.06,1.53,,,Gaia DR2 2135019107451751168,TIC 27083727,Transit,7.10694385,3.042e-05,-3.042e-05,0.0742,,,,,,83.65,,,,,,,,,7.01
2MASS 19365254+4928452,c,-0.12,,-0.09,-0.03,-0.26,-0.13,-0.22,-0.16,-0.07,,-0.11,-0.15,-0.13,-0.36,,-0.13,-0.16,294.2188981,49.479237,222.756,-495.217,635.317,835.76,N/A,,,,,,,5862.0,4.09,1.06,1.53,,,Gaia DR2 2135019107451751168,TIC 27083727,Transit,10.74241765,1.62e-05,-1.62e-05,0.0965,,,,,,89.86,,,,,,,,,13.79012
2MASS 19365254+4928452,d,-0.12,,-0.09,-0.03,-0.26,-0.13,-0.22,-0.16,-0.07,,-0.11,-0.15,-0.13,-0.36,,-0.13,-0.16,294.2188981,49.479237,222.756,-495.217,635.317,835.76,N/A,,,,,,,5862.0,4.09,1.06,1.53,,,Gaia DR2 2135019107451751168,TIC 27083727,Transit,15.27438229,3.991e-05,-3.991e-05,0.1235,,,,,,89.38,,,,,,,,,18.83
2MASS 19194115+4644404,b,0.09,,0.05,0.03,-0.13,0.02,-0.12,0.02,0.1,,0.11,-0.04,0.03,-0.1,,0.06,0.09,289.9214627,46.7445805,196.192,-541.341,611.973,840.27,N/A,,,,,,,6111.0,3.95,1.15,1.87,,,Gaia DR2 2127815657021840128,TIC 159174926,Transit,7.03144308,3.306e-05,-3.306e-05,0.0743,,,,,,85.37,,,,,,,,,7.5
2MASS 19194115+4644404,c,0.09,,0.05,0.03,-0.13,0.02,-0.12,0.02,0.1,,0.11,-0.04,0.03,-0.1,,0.06,0.09,289.9214627,46.7445805,196.192,-541.341,611.973,840.27,N/A,,,,,,,6111.0,3.95,1.15,1.87,,,Gaia DR2 2127815657021840128,TIC 159174926,Transit,54.2812031,0.0004199,-0.0004199,0.29,,,,,,89.38,,,,,,,,,65.7
2MASS 19194115+4644404,d,0.09,,0.05,0.03,-0.13,0.02,-0.12,0.02,0.1,,0.11,-0.04,0.03,-0.1,,0.06,0.09,289.9214627,46.7445805,196.192,-541.341,611.973,840.27,N/A,,,,,,,6111.0,3.95,1.15,1.87,,,Gaia DR2 2127815657021840128,TIC 159174926,Transit,13.61165024,8.495e-05,-8.495e-05,0.1211,,,,,,89.53,,,,,,,,,13.701
HIP 70123,b,0.27,-0.78,0.16,0.13,0.19,0.29,0.24,0.24,0.29,0.39,0.3,0.22,0.24,0.14,0.33,0.27,0.34,215.2229903,-17.4815247,-44.897,-31.698,-17.309,57.62,thin,G3V,8.32,0.628,-17.8,-15.3,-18.3,5931.8,4.45,1.05,1.13,,,Gaia DR2 6296703260330865536,TIC 347909637,Radial Velocity,557.04,0.35,-0.35,1.372,0.083,-0.083,0.4553,0.0055,-0.0055,,,,3.1,0.4,-0.4,,,,
HIP 70123,c,0.27,-0.78,0.16,0.13,0.19,0.29,0.24,0.24,0.29,0.39,0.3,0.22,0.24,0.14,0.33,0.27,0.34,215.2229903,-17.4815247,-44.897,-31.698,-17.309,57.62,thin,G3V,8.32,0.628,-17.8,-15.3,-18.3,5931.8,4.45,1.05,1.13,,,Gaia DR2 6296703260330865536,TIC 347909637,Radial Velocity,4.1547,0.0005,-0.0005,0.05,,,0.27,0.12,-0.12,,,,0.058,,,,,,
HIP 70123,d,0.27,-0.78,0.16,0.13,0.19,0.29,0.24,0.24,0.29,0.39,0.3,0.22,0.24,0.14,0.33,0.27,0.34,215.2229903,-17.4815247,-44.897,-31.698,-17.309,57.62,thin,G3V,8.32,0.628,-17.8,-15.3,-18.3,5931.8,4.45,1.05,1.13,,,Gaia DR2 6296703260330865536,TIC 347909637,Radial Velocity,2822.726978,15.02596432,-15.41723268,3.979432,0.160949,-0.172856,0.114614,0.011955,-0.01249,88.195,16.306,-15.98,7.40145,0.70616,-0.67125,,,,
2MASS 19253306+4431447,b,-0.03,,-0.14,0.19,-0.16,-0.1,-0.23,,0.02,,-0.02,0.02,-0.02,-0.13,,-0.02,0.04,291.3877564,44.5290975,147.368,-376.275,397.516,566.85,N/A,,,,,,,6080.6,3.89,1.14,2.0,,,Gaia DR2 2126237131982289280,TIC 159721091,Transit,22.95062278,9.927e-05,-9.927e-05,0.1699,,,,,,88.39,,,,,,,,,26.6
2MASS 19253306+4431447,c,-0.03,,-0.14,0.19,-0.16,-0.1,-0.23,,0.02,,-0.02,0.02,-0.02,-0.13,,-0.02,0.04,291.3877564,44.5290975,147.368,-376.275,397.516,566.85,N/A,,,,,,,6080.6,3.89,1.14,2.0,,,Gaia DR2 2126237131982289280,TIC 159721091,Transit,42.88247951,8.066e-05,-8.066e-05,0.2578,,,,,,89.29,,,,,,,,,31.62
2MASS 19165428+4932535,b,0.14,,,-0.09,-0.16,0.02,-0.05,0.08,0.22,,0.08,0.13,0.15,-0.06,,0.06,0.28,289.2261924,49.5481808,41.456,-118.869,147.65,194.03,N/A,,,,,,,5497.0,4.48,0.96,0.94,,,Gaia DR2 2132628489996257920,TIC 299158887,Transit,9.43415109,2.05e-06,-2.05e-06,0.0873,,,,,,89.38,,,,,,,,,25.81
HIP 84171,b,0.13,,0.1,0.03,0.06,0.11,0.08,0.12,0.13,,0.11,0.15,0.12,0.07,,0.16,0.09,258.0966881,63.352093,-3.348,-15.884,32.35,36.2,thin,K0,8.07,0.801,-26.8,-16.0,-15.3,5420.0,4.45,0.94,0.96,,,Gaia DR2 1631084478574318976,TIC 232606278,Radial Velocity,133.4031,0.0037,-0.004,0.5041,0.0082,-0.0085,0.64779,0.00068,-0.00066,,,,9.5,0.31,-0.32,,,,
HIP 84171,c,0.13,,0.1,0.03,0.06,0.11,0.08,0.12,0.13,,0.11,0.15,0.12,0.07,,0.16,0.09,258.0966881,63.352093,-3.348,-15.884,32.35,36.2,thin,K0,8.07,0.801,-26.8,-16.0,-15.3,5420.0,4.45,0.94,0.96,,,Gaia DR2 1631084478574318976,TIC 232606278,Radial Velocity,4191.0,270.0,-310.0,,,,0.231,0.018,-0.021,,,,8.6,0.5,-0.55,,,,
HIP 70170,b,0.13,,0.06,,0.42,0.17,0.36,0.1,0.23,0.68,0.36,0.68,0.11,0.03,0.32,0.19,,215.3466077,-40.3939493,-17.518,-12.425,-18.274,28.2,thin,K4V(k),9.03,1.107,-48.2,-54.3,18.5,4691.0,4.17,0.75,0.75,,,Gaia DR2 6104435819513399168,TIC 180030300,Radial Velocity,9.6737,0.0039,-0.0039,0.0809,0.0014,-0.0014,,,,,,,0.041,0.004,-0.004,,,,
HIP 4715,b,-0.16,,,,-0.15,0.01,-0.02,-0.03,-0.19,-0.25,-0.07,-0.08,-0.41,-0.5,-0.14,-0.3,,15.138302,20.2924866,256.679,69.441,98.322,283.5,N/A,G5,8.11,0.992,,,,4816.0,2.67,,10.71,,,Gaia DR2 2788816827588309120,TIC 243146568,Radial Velocity,177.11,0.32,-0.32,0.64,0.04,-0.04,0.07,0.02,-0.02,,,,7.63,1.43,-1.43,,,,
2MASS 19144528+4109042,b,0.18,,0.08,0.24,0.07,0.11,-0.03,0.16,0.22,,0.18,0.12,0.2,0.06,,0.18,0.16,288.6887166,41.1511687,73.282,-216.642,199.868,303.73,N/A,,,,,,,6149.0,4.15,1.17,1.51,,,Gaia DR2 2102119176929154304,TIC 121731834,Transit,2.1549209,8.6e-06,-7.4e-06,,,,0.028,0.031,-0.02,92.2,1.3,-1.4,0.0076,0.0077,-0.0051,0.129,0.003,-0.003,
2MASS 19144528+4109042,c,0.18,,0.08,0.24,0.07,0.11,-0.03,0.16,0.22,,0.18,0.12,0.2,0.06,,0.18,0.16,288.6887166,41.1511687,73.282,-216.642,199.868,303.73,N/A,,,,,,,6149.0,4.15,1.17,1.51,,,Gaia DR2 2102119176929154304,TIC 121731834,Transit,5.85993596,3.78e-06,-3.78e-06,,,,,,,,,,,,,,,,
2MASS 19144528+4109042,d,0.18,,0.08,0.24,0.07,0.11,-0.03,0.16,0.22,,0.18,0.12,0.2,0.06,,0.18,0.16,288.6887166,41.1511687,73.282,-216.642,199.868,303.73,N/A,,,,,,,6149.0,4.15,1.17,1.51,,,Gaia DR2 2102119176929154304,TIC 121731834,Transit,8.13122484,1.345e-05,-1.345e-05,,,,,,,,,,,,,0.149,0.005,-0.018,
2MASS 19144528+4109042,e,0.18,,0.08,0.24,0.07,0.11,-0.03,0.16,0.22,,0.18,0.12,0.2,0.06,,0.18,0.16,288.6887166,41.1511687,73.282,-216.642,199.868,303.73,N/A,,,,,,,6149.0,4.15,1.17,1.51,,,Gaia DR2 2102119176929154304,TIC 121731834,Radial Velocity,258.8,1.5,-1.3,,,,0.283,0.064,-0.071,127.0,27.0,-25.0,0.82,0.63,-0.16,,,,
2MASS 19475012+4623388,b,-0.04,,-0.1,-0.09,-0.21,-0.04,-0.08,-0.02,,,-0.07,-0.01,-0.03,-0.17,,-0.03,-0.01,296.9588722,46.3941257,143.889,-282.899,333.223,460.19,N/A,,,,,,,5596.7,4.49,0.99,0.94,,,Gaia DR2 2080314315164334464,TIC 272837755,Transit,43.0342272,0.0001479,-0.0001479,0.2364,,,,,,89.95,,,,,,,,,53.4
2MASS 22342548-1343541,b,0.17,,0.16,0.13,0.04,0.17,0.17,0.13,0.2,,0.18,0.2,0.17,0.01,,0.21,0.18,338.6061936,-13.7317114,444.887,-174.294,-116.758,491.87,N/A,,,,,,,5630.0,4.11,1.0,1.45,,,Gaia DR2 2597973387468989568,TIC 206284139,Transit,3.0026215,1.86e-05,-1.86e-05,,,,,,,,,,,,,1.255,0.181,-0.181,
2MASS 19200622+4820094,b,0.17,,0.02,0.23,0.03,0.08,-0.04,0.07,0.2,,0.18,0.08,0.18,-0.03,,0.13,0.36,290.0258991,48.3359467,234.054,-642.155,768.091,1028.16,N/A,,,,,,,6259.7,4.06,1.22,1.7,,,Gaia DR2 2129467364005869184,TIC 267749620,Transit,5.57654784,4.024e-05,-4.024e-05,0.065,,,,,,88.24,,,,,,,,,10.67
HIP 4872,b,0.17,,0.37,,0.06,-0.19,0.15,0.23,-0.08,0.04,0.05,0.01,0.05,0.06,0.33,0.2,,15.6619497,62.345048,4.403,1.235,8.727,9.85,thin,M2+V,9.56,1.463,-25.2,-24.4,5.8,4312.0,4.7,0.54,0.54,,,Gaia DR2 522863309964987520,TIC 256419669,Radial Velocity,13.8508,0.0053,-0.0051,0.0905,0.0011,-0.0011,0.363,0.099,-0.096,,,,0.01771,0.00211,-0.00214,,,,
2MASS 11203732+0230097,b,-0.19,,-0.15,-0.25,-0.36,-0.15,-0.25,-0.15,-0.15,,-0.24,-0.25,-0.17,-0.29,,-0.14,-0.09,170.1555269,2.5026932,-337.031,58.485,14.951,342.39,N/A,,,,,,,5634.0,4.5,1.0,0.94,,,Gaia DR2 3811032513054107648,TIC 363479723,Transit,40.062771,,,,,,,,,,,,,,,0.204,,,
2MASS 19314146+3828382,b,-0.25,,-0.11,0.14,-0.26,-0.1,-0.12,-0.12,-0.13,,-0.09,-0.05,-0.26,-0.55,,-0.23,-0.33,292.9227718,38.4772575,406.638,-961.581,829.781,1333.62,N/A,,,,,,,5668.2,4.21,1.01,1.31,,,Gaia DR2 2052307864222921088,TIC 137892978,Transit,,,,,,,,,,,,,,,,0.191,0.014,-0.012,
2MASS 19314146+3828382,c,-0.25,,-0.11,0.14,-0.26,-0.1,-0.12,-0.12,-0.13,,-0.09,-0.05,-0.26,-0.55,,-0.23,-0.33,292.9227718,38.4772575,406.638,-961.581,829.781,1333.62,N/A,,,,,,,5668.2,4.21,1.01,1.31,,,Gaia DR2 2052307864222921088,TIC 137892978,Transit,33.19790974,0.00034881,-0.00034881,,,,,,,,,,,,,,,,
2MASS 19213888+4453575,b,0.24,,0.18,0.03,0.19,0.21,0.15,0.2,0.24,,0.21,0.19,0.23,0.24,,0.3,0.18,290.4120334,44.8993228,186.207,-500.374,532.026,753.72,N/A,,,,,,,5782.7,4.21,1.04,1.32,,,Gaia DR2 2127019915540964224,TIC 159386728,Transit,4.40966548,1.193e-05,-1.193e-05,0.0546,,,,,,89.95,,,,,,,,,16.16
HIP 37732,b,0.03,,-0.08,-0.05,-0.07,0.04,-0.01,0.05,-0.02,,0.03,0.05,0.02,,0.02,0.04,,116.0822743,-5.0549447,-21.604,44.135,-4.347,49.33,thin,G2/3V,7.72,0.612,-86.5,-25.5,28.0,5944.5,4.29,1.08,1.23,,,Gaia DR2 3056551894686671616,TIC 68061731,Radial Velocity,14306.8851878,3762.35333676,-3219.89898897,11.786592,2.201473,-1.923349,0.150429,0.130417,-0.098749,162.313,3.613,-2.156,8.72588,1.8867,-1.24712,,,,
2MASS 19332934+4447064,b,-0.09,,-0.06,-0.08,-0.3,-0.07,-0.14,-0.09,-0.04,,-0.08,-0.08,-0.07,-0.26,,-0.08,-0.12,293.3722508,44.7851717,182.916,-423.257,457.647,649.65,N/A,,,,,,,5734.3,4.39,1.02,1.07,,,Gaia DR2 2126432677554353280,TIC 275573295,Transit,14.37438,0.0002,-0.0002,0.115,,,,,,88.81,,,,,,,,,21.4
2MASS 19332934+4447064,c,-0.09,,-0.06,-0.08,-0.3,-0.07,-0.14,-0.09,-0.04,,-0.08,-0.08,-0.07,-0.26,,-0.08,-0.12,293.3722508,44.7851717,182.916,-423.257,457.647,649.65,N/A,,,,,,,5734.3,4.39,1.02,1.07,,,Gaia DR2 2126432677554353280,TIC 275573295,Transit,9.65212994,6.434e-05,-6.434e-05,,,,,,,,,,,,,,,,
2MASS 19150504+4039510,b,-0.17,,-0.1,0.03,-0.24,-0.07,-0.03,-0.08,-0.08,,,-0.05,-0.15,-0.43,,-0.12,-0.24,288.7710194,40.6641998,334.215,-983.381,892.229,1369.24,N/A,,,,,,,5562.0,4.0,0.98,1.64,,,Gaia DR2 2101340791416961664,TIC 121732589,Transit,10.3507721,5.128e-05,-5.128e-05,0.0912,,,,,,80.79,,,,,,,,,5.62
2MASS 19150504+4039510,c,-0.17,,-0.1,0.03,-0.24,-0.07,-0.03,-0.08,-0.08,,,-0.05,-0.15,-0.43,,-0.12,-0.24,288.7710194,40.6641998,334.215,-983.381,892.229,1369.24,N/A,,,,,,,5562.0,4.0,0.98,1.64,,,Gaia DR2 2101340791416961664,TIC 121732589,Transit,62.9228557,0.0007353,-0.0007353,0.3037,,,,,,87.09,,,,,,,,,19.89
2MASS 19174431+4928242,b,-0.31,,-0.32,-0.4,-0.55,-0.13,-0.12,-0.24,-0.12,,-0.12,-0.22,-0.26,-0.69,,-0.21,-0.27,289.4346657,49.4734181,182.415,-516.996,641.296,843.7,N/A,,,,,,,5549.0,4.51,0.98,0.91,,,Gaia DR2 2132623993168462464,TIC 299220166,Transit,3.21751851,1.7e-07,-1.7e-07,,,,,,,,,,,,,,,,
HIP 5054,b,-0.5,-2.58,-0.12,-0.15,-0.45,-0.18,-0.32,-0.38,-0.35,-0.32,-0.27,-0.44,-0.6,-0.83,-0.35,-0.52,-0.3,16.1672932,-39.4882182,31.397,9.102,-26.936,42.36,thin,G1IVm-2,7.71,0.613,87.2,-68.6,-2.0,5769.2,4.38,1.04,1.12,,,Gaia DR2 4988158666635743616,TIC 180871947,Radial Velocity,22.017,0.0008,-0.0008,0.148,0.002,-0.002,0.146,0.025,-0.025,,,,0.44,0.01,-0.01,,,,
2MASS 18184825+4510192,b,-0.24,,-0.15,-0.19,-0.42,-0.2,-0.35,-0.2,-0.19,,-0.18,-0.21,-0.26,-0.51,,-0.25,-0.27,274.7010544,45.1720164,16.779,-204.04,205.962,290.4,N/A,,,,,,,6034.0,4.4,1.12,1.1,,,Gaia DR2 2115245554756763392,TIC 424435940,Transit,5.01718,1.1e-05,-1.1e-05,0.0561,0.002,-0.002,,,,87.4,1.5,-1.5,0.89,0.07,-0.07,1.37,0.2,-0.2,10.309
HIP 37826,b,0.13,-2.45,-0.05,0.04,0.18,0.16,0.17,0.21,0.09,0.03,0.12,0.06,0.07,0.12,0.12,0.12,0.21,116.328958,28.026199,-4.055,8.195,4.867,10.36,thin,G9III,1.14,0.991,-16.2,4.8,-26.0,4840.4,2.85,,,,,,TIC 423088367,Radial Velocity,596.6,2.26,-2.26,1.66,0.13,-0.13,0.011,0.033,-0.033,,,,2.64,0.2,-0.2,,,,
HIP 70610,b,-0.18,,-0.19,,-0.06,-0.16,,-0.25,-0.11,0.22,0.09,0.38,-0.13,-0.4,-0.15,-0.18,,216.6485741,-81.4533108,-4.692,-3.49,-38.91,39.35,thin,K3+V(k),9.79,1.016,-26.2,-1.0,-29.7,4706.5,4.33,0.75,0.75,,,Gaia DR2 5772625505422769024,TIC 421255607,Radial Velocity,14901.99295308,3707.63683366,-3025.64091374,10.780317,1.80887,-1.527987,0.165353,0.065841,-0.061248,93.088,12.161,-14.447,11.05674,1.72736,-1.4068,,,,
HIP 70623,b,0.6,,0.52,0.26,0.75,0.54,0.43,0.54,0.37,,0.52,0.64,0.45,0.44,,0.64,0.36,216.7011651,-5.1777811,-58.367,-43.507,-6.597,73.1,thin,G8IV,8.79,0.81,-32.9,-64.5,-33.5,5568.0,4.3,0.96,1.34,,,Gaia DR2 3641697998570813952,TIC 287973473,Radial Velocity,1257.25302691,5.95651857,-6.18760068,2.248182,0.089047,-0.095341,0.547783,0.063284,-0.061624,97.477,35.34,-37.849,0.37745,0.16509,-0.05798,,,,
2MASS 19432625+4756222,b,0.15,,0.1,,,-0.01,0.03,0.16,0.2,,0.06,0.1,0.15,0.04,,0.12,0.11,295.8593838,47.9395186,63.059,-130.1,160.229,215.81,N/A,,,,,,,4950.3,4.66,0.81,0.7,,,Gaia DR2 2080657740749601792,TIC 27645404,Transit,16.78176602,1.593e-05,-1.593e-05,,,,,,,,,,,,,0.207,0.004,-0.01,
2MASS 04245952+3927382,b,0.32,,0.24,0.42,0.3,0.32,0.38,0.3,0.21,0.44,0.42,0.21,0.27,0.26,0.35,0.39,0.19,66.2480616,39.4606423,59.867,136.045,122.353,192.52,N/A,,12.41,,,,,5654.0,4.43,1.01,0.9,,,Gaia DR2 179498266829041664,TIC 353459965,Transit,10.863502,2.2e-05,-2.2e-05,,,,,,,,,,,,,,,,
2MASS 19082071+4656449,b,-0.02,,-0.01,-0.01,-0.12,-0.02,-0.08,,,,-0.01,-0.01,-0.05,-0.13,,0.02,-0.04,287.0862801,46.9458306,171.289,-557.258,623.995,853.96,N/A,,,,,,,5841.3,4.33,1.05,1.16,,,Gaia DR2 2130637038217686784,TIC 158394286,Transit,4.768313,2.6e-05,-2.6e-05,0.057,,,,,,89.38,,,,,,,,,11.2
HIP 5158,b,0.22,,0.14,,0.48,0.22,0.4,0.18,0.29,0.78,0.47,0.78,0.21,0.09,0.4,0.28,,16.5085392,-22.4531537,45.725,13.552,-19.708,51.6,thin,K5,10.21,1.078,-21.8,-38.6,-14.3,4813.0,4.32,0.78,0.75,,,Gaia DR2 2351405057377686272,TIC 268634769,Radial Velocity,345.72,5.4,-5.4,0.89,0.02,-0.02,0.52,0.08,-0.08,,,,0.96,0.56,-0.56,,,,
HIP 5158,c,0.22,,0.14,,0.48,0.22,0.4,0.18,0.29,0.78,0.47,0.78,0.21,0.09,0.4,0.28,,16.5085392,-22.4531537,45.725,13.552,-19.708,51.6,thin,K5,10.21,1.078,-21.8,-38.6,-14.3,4813.0,4.32,0.78,0.75,,,Gaia DR2 2351405057377686272,TIC 268634769,Radial Velocity,9017.76,3180.74,-3180.74,7.7,1.88,-1.88,0.14,0.1,-0.1,,,,15.04,10.55,-10.55,,,,
HIP 70695,b,-0.06,,-0.03,-0.12,-0.04,,-0.01,-0.05,-0.02,,-0.01,-0.1,-0.05,-0.14,-0.03,-0.05,-0.07,216.8873826,-51.9330854,-18.567,-13.934,-29.642,37.65,thin,G4V,7.85,0.682,-26.2,-41.8,28.4,5658.3,4.42,1.0,1.0,,,Gaia DR2 5898641087150340224,TIC 333459486,Radial Velocity,960.41,6.19,-6.33,1.837,0.01,-0.01,0.035,0.039,-0.024,,,,0.237,0.002,-0.002,,,,
HIP 103527,b,0.06,-2.78,-0.17,0.03,0.2,0.13,0.12,0.14,0.16,0.03,0.18,0.04,0.09,0.08,0.08,0.08,0.17,314.6080569,10.839285,52.572,-53.296,14.334,76.22,thin,G6III,5.52,0.934,20.4,-5.1,5.2,5056.8,3.08,,7.82,,,Gaia DR2 1756741374681702784,TIC 354489950,Radial Velocity,993.3,3.2,-3.2,2.6,,,0.08,0.01,-0.01,,,,10.3,,,,,,
2MASS 19291835+3839273,b,-0.24,,-0.17,-0.04,-0.3,-0.13,-0.14,-0.1,-0.13,,0.01,0.02,-0.29,-0.61,,-0.17,-0.31,292.3264641,38.6575757,241.232,-587.412,507.972,813.19,N/A,,,,,,,5794.0,4.22,1.04,1.31,,,Gaia DR2 2052702348375966208,TIC 137550286,Transit,34.7629923,0.0002929,-0.0002929,0.2085,,,,,,89.38,,,,,,,,,57.2
2MASS 19291835+3839273,c,-0.24,,-0.17,-0.04,-0.3,-0.13,-0.14,-0.1,-0.13,,0.01,0.02,-0.29,-0.61,,-0.17,-0.31,292.3264641,38.6575757,241.232,-587.412,507.972,813.19,N/A,,,,,,,5794.0,4.22,1.04,1.31,,,Gaia DR2 2052702348375966208,TIC 137550286,Transit,67.9687026,0.0007043,-0.0007043,0.326,,,,,,89.95,,,,,,,,,66.12
