hostname,pl_letter,gaia_id,tic_id,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratdor
"Kepler-160","c","Gaia DR2 2102587087846067712","TIC 158555483","Transit",13.69908700,0.00003100,-0.00003100,0.109000,,,,,,,,,,,,0.322,0.158,-0.158,
"Kepler-254","b","Gaia DR2 2130250731680096384","TIC 158665380","Transit",5.82666200,0.00001000,-0.00001000,0.064000,,,,,,,,,,,,0.345,0.165,-0.165,
"Kepler-172","c","Gaia DR2 2104506319750394624","TIC 237157751","Transit",6.38899600,0.00002000,-0.00002000,0.068000,,,,,,,,,,,,0.255,0.047,-0.047,
"Kepler-299","c","Gaia DR2 2131737340118958336","TIC 48304460","Transit",6.88587500,0.00004000,-0.00004000,0.070000,,,,,,,,,,,,0.236,0.056,-0.056,
"Kepler-278","c","Gaia DR2 2052881912366613376","TIC 122225232","Transit",51.07877500,0.00089000,-0.00089000,0.294000,,,,,,,,,,,,0.320,0.038,-0.038,
"Kepler-339","d","Gaia DR2 2128911251641171200","TIC 26817284","Transit",10.55834500,0.00008100,-0.00008100,0.091000,,,,,,,,,,,,0.104,0.047,-0.047,
"Kepler-397","b",,"TIC 271963778","Transit",22.25094900,0.00018600,-0.00018600,0.144000,,,,,,,,,,,,0.219,1.902,-1.902,
"Kepler-399","b","Gaia DR2 2075060264503601280","TIC 172373693","Transit",14.42528100,0.00014400,-0.00014400,0.103000,,,,,,,,,,,,0.086,0.045,-0.045,
"HD 219415","b","Gaia DR2 2009255593080688640","TIC 323819453","Radial Velocity",2093.30000000,32.70000000,-32.70000000,3.200000,,,0.400000,0.090000,-0.090000,,,,1.00000,,,,,,
"Pr0201","b","Gaia DR2 661424074527577600","TIC 175290574","Radial Velocity",4.42640000,0.00700000,-0.00700000,,,,0.000000,,,,,,0.54000,0.03900,-0.03900,,,,
"HD 207832","b","Gaia DR2 6812056381881853056","TIC 53895723","Radial Velocity",161.97000000,0.97000000,-0.78000000,0.570000,0.002000,-0.002000,0.130000,0.180000,-0.050000,,,,0.56000,0.06000,-0.03000,,,,
"HD 207832","c","Gaia DR2 6812056381881853056","TIC 53895723","Radial Velocity",1155.70000000,71.90000000,-37.00000000,2.112000,0.087000,-0.045000,0.270000,0.220000,-0.100000,,,,0.73000,0.18000,-0.05000,,,,
"HD 145457","b","Gaia DR2 1315900158983769472","TIC 236339228","Radial Velocity",176.30000000,0.39000000,-0.39000000,0.760000,,,0.112000,0.035000,-0.035000,,,,2.90000,,,,,,
"HD 180314","b","Gaia DR2 2042983077905233792","TIC 392658786","Radial Velocity",396.03000000,0.62000000,-0.62000000,1.400000,,,0.257000,0.010000,-0.010000,,,,22.00000,,,,,,
"WASP-176","b","Gaia DR2 1750321012752775040","TIC 375942197","Transit",3.89905200,0.00000500,-0.00000500,0.053500,0.001000,-0.001900,0.000000,,,86.700,1.300,-1.100,0.85500,0.07200,-0.06900,1.505,0.050,-0.045,
"kap CrB","b","Gaia DR2 1372702716380418688","TIC 334753043","Radial Velocity",1261.94000000,28.91000000,-23.97000000,2.800000,0.070000,-0.080000,0.123000,,,,,,2.01000,0.11000,-0.17000,,,,
"HD 210702","b","Gaia DR2 1775004778213735168","TIC 456826468","Radial Velocity",354.29000000,2.31000000,-2.13000000,1.200000,0.020000,-0.030000,0.106000,,,,,,1.97000,0.11000,-0.18000,,,,
"6 Lyn","b","Gaia DR2 1004358968092652544","TIC 444865362","Radial Velocity",874.77400000,16.27000000,-8.47000000,2.180000,0.050000,-0.060000,0.125000,,,,,,2.21000,0.11000,-0.16000,,,,
"kap CrB","b","Gaia DR2 1372702716380418688","TIC 334753043","Radial Velocity",1208.00000000,30.00000000,-30.00000000,2.700000,,,0.146000,0.080000,-0.080000,,,,1.80000,,,,,,
"HD 167042","b","Gaia DR2 2149564787289902848","TIC 353988778","Radial Velocity",412.60000000,4.00000000,-4.00000000,1.300000,,,0.027000,0.040000,-0.040000,,,,1.70000,,,,,,
"eps Tau","b","Gaia DR2 48026706557926528","TIC 17554529","Radial Velocity",594.90000000,5.30000000,-5.30000000,1.930000,0.030000,-0.030000,0.151000,0.023000,-0.023000,,,,7.60000,0.20000,-0.20000,,,,
"nu Oph","b","Gaia DR2 4164319171169516160","TIC 9815387","Radial Velocity",530.32000000,0.35000000,-0.35000000,1.900000,,,0.125600,0.006500,-0.006500,,,,24.00000,,,,,,
"75 Cet","b","Gaia DR2 2500064286492779264","TIC 251095345","Radial Velocity",691.90000000,3.60000000,-3.60000000,2.100000,,,0.117000,0.048000,-0.048000,,,,3.00000,,,,,,
"omi UMa","b","Gaia DR2 1041808368494264576","TIC 73416947","Radial Velocity",1630.00000000,35.00000000,-35.00000000,3.900000,,,0.130000,0.065000,-0.065000,,,,4.10000,,,,,,
"HD 4732","b","Gaia DR2 2345744256120965504","TIC 63905972","Radial Velocity",360.20000000,1.40000000,-1.40000000,1.190000,0.050000,-0.050000,0.130000,0.060000,-0.060000,,,,2.37000,0.34000,-0.34000,,,,
"HD 99492","b","Gaia DR2 3812355294261019904","TIC 363549734","Radial Velocity",17.04310000,0.00470000,-0.00470000,0.123200,0.007100,-0.007100,0.254000,0.092000,-0.092000,,,,0.10900,0.01300,-0.01300,,,,
"TOI-2141","b","Gaia DR2 4548496986402688384","TIC 287256467","Transit",18.26159372,0.00007058,-0.00007058,,,,,,,,,,,,,0.283,0.027,-0.027,
"TOI-1937 A","b","Gaia DR2 5489726768531119616","TIC 268301217","Transit",0.94667870,0.00000050,-0.00000050,,,,,,,,,,,,,1.308,0.075,-0.075,
"TOI-1801","b","Gaia DR2 3980045523465047168","TIC 119584412","Transit",10.64387000,0.00005000,-0.00006000,,,,0.000000,,,89.507,0.333,-0.362,0.01805,0.00458,-0.00449,0.186,0.011,-0.010,30.632000
"K2-371","b","Gaia DR2 602466302541172736","TIC 366622912","Transit",3.11500000,,,,,,,,,,,,,,,,,,
"TOI-2525","b","Gaia DR2 4758931211166869632","TIC 149601126","Transit",23.34185357,0.00088368,-0.00088368,,,,,,,,,,,,,0.868,0.670,-0.670,
"TOI-4308","b","Gaia DR2 6565868036138018304","TIC 144193715","Transit",9.15127760,0.00003390,-0.00003390,,,,,,,,,,,,,0.219,0.017,-0.017,
"ITG 15 A","b","Gaia DR2 148400229703257856","TIC 150058659","Imaging",,,,435.000000,4.000000,-4.000000,,,,,,,21.00000,2.00000,-3.00000,,,,
"K2-271","b","Gaia DR2 655863775507590400","TIC 60286662","Transit",8.56200000,,,,,,,,,,,,,,,,,,
"K2-330","b","Gaia DR2 601159910928534144","TIC 366484980","Transit",13.77300000,,,,,,,,,,,,,,,,,,
"K2-105","b","Gaia DR2 651907079835937280","TIC 6892385","Transit",8.26345949,,,,,,,,,,,,,,,,,,
"K2-271","b","Gaia DR2 655863775507590400","TIC 60286662","Transit",8.56394776,,,,,,,,,,,,,,,,,,
"K2-98","b","Gaia DR2 601199802584914816","TIC 366410512","Transit",10.13892836,,,,,,,,,,,,,,,,,,
"K2-133","c","Gaia DR2 148080473682357376","TIC 150096001","Transit",4.86820000,0.00010000,-0.00030000,0.045000,0.003000,-0.003000,,,,88.650,0.080,-0.160,,,,0.132,0.008,-0.008,
"K2-105","b","Gaia DR2 651907079835937280","TIC 6892385","Transit",8.26708400,0.00025800,-0.00025400,,,,,,,,,,,,,0.310,0.040,-0.020,
"K2-271","b","Gaia DR2 655863775507590400","TIC 60286662","Transit",8.56240500,0.00012500,-0.00012400,,,,,,,,,,,,,0.540,0.040,-0.030,
"K2-98","b","Gaia DR2 601199802584914816","TIC 366410512","Transit",10.13652700,0.00063700,-0.00068200,,,,,,,,,,,,,0.400,0.050,-0.040,
"K2-98","b","Gaia DR2 601199802584914816","TIC 366410512","Transit",10.13682000,0.00039000,-0.00036000,,,,,,,,,,,,,0.410,0.070,-0.049,14.300000
"WASP-4","b","Gaia DR2 6535499658122055552","TIC 402026209","Transit",1.33822990,0.00000230,-0.00000210,0.023200,0.000440,-0.000450,0.018200,,,89.470,0.510,-0.240,1.25000,0.05000,-0.05100,1.341,0.023,-0.029,5.531280
"TOI-2096","c","Gaia DR2 1126422935076082176","TIC 142748283","Transit",6.38782016,0.00001404,-0.00001404,,,,,,,,,,,,,0.182,0.017,-0.017,
"WASP-4","b","Gaia DR2 6535499658122055552","TIC 402026209","Transit",1.33823187,0.00000025,-0.00000025,0.023120,0.000330,-0.000330,0.000000,,,88.800,0.610,-0.430,1.23700,0.06400,-0.06400,1.413,0.020,-0.020,
"WASP-4","b","Gaia DR2 6535499658122055552","TIC 402026209","Transit",1.33823150,0.00000061,-0.00000061,0.023070,0.000590,-0.000590,,,,89.000,1.000,-1.000,1.23700,0.06500,-0.06600,1.357,0.036,-0.035,5.479500
"WASP-4","b","Gaia DR2 6535499658122055552","TIC 402026209","Transit",,,,,,,0.003400,0.007400,-0.002600,,,,1.15900,0.06300,-0.06400,,,,
"WASP-4","b","Gaia DR2 6535499658122055552","TIC 402026209","Transit",1.33823150,0.00000061,-0.00000061,0.023290,0.000770,-0.000350,,,,89.000,1.000,-1.000,1.28900,0.09800,-0.07300,1.371,0.038,-0.035,5.480000
"K2-178","b","Gaia DR2 61624573016925824","TIC 26078330","Transit",8.74781800,0.00036300,-0.00035800,,,,,,,88.611,1.006,-1.592,,,,0.317,0.018,-0.012,18.513049
"WASP-4","b","Gaia DR2 6535499658122055552","TIC 402026209","Transit",1.33823000,0.00000220,-0.00000220,,,,0.000000,,,89.470,0.380,-0.380,1.18000,0.48000,-0.48000,1.330,0.270,-0.270,5.430000
"WASP-4","b","Gaia DR2 6535499658122055552","TIC 402026209","Transit",1.33823162,0.00000007,-0.00000007,0.022870,0.000090,-0.000090,0.003300,,,86.800,1.800,-1.800,1.17000,0.01500,-0.01500,1.330,0.160,-0.160,
"WASP-4","b","Gaia DR2 6535499658122055552","TIC 402026209","Transit",1.33823147,0.00000002,-0.00000002,0.022600,0.000700,-0.000800,0.000000,,,89.060,0.650,-0.840,1.18600,0.09000,-0.09800,1.321,0.039,-0.039,5.451000
"K2-178","b","Gaia DR2 61624573016925824","TIC 26078330","Transit",8.74809000,0.00021000,-0.00018000,,,,,,,,,,,,,0.342,0.021,-0.025,18.400000
"K2-26","b","Gaia DR2 3425691139632545152","TIC 83181153","Transit",14.56594000,0.00093000,-0.00090000,,,,,,,,,,,,,,,,22.400000
"WASP-4","b","Gaia DR2 6535499658122055552","TIC 402026209","Transit",1.33823204,0.00000016,-0.00000016,,,,0.000000,,,88.520,0.390,-0.260,,,,1.395,0.022,-0.022,5.463000
"WASP-4","b","Gaia DR2 6535499658122055552","TIC 402026209","Transit",1.33823144,0.00000003,-0.00000003,,,,,,,,,,,,,,,,
"TOI-1693","b","Gaia DR2 3451908921382409472","TIC 353475866","Transit",1.76669570,0.00000540,-0.00000540,0.022600,0.000400,-0.000400,,,,,,,,,,0.126,0.009,-0.009,
"K2-399","b","Gaia DR2 3855957797955377408","TIC 374200604","Transit",0.75997800,0.00001000,-0.00001000,,,,,,,,,,,,,0.540,0.093,-0.043,1.890000
"K2-399","b","Gaia DR2 3855957797955377408","TIC 374200604","Transit",0.75997580,0.00003407,-0.00003407,,,,,,,,,,,,,1.119,2.199,-2.199,
"K2-330","b","Gaia DR2 601159910928534144","TIC 366484980","Transit",13.77382600,0.00106900,-0.00108500,,,,,,,88.634,0.985,-2.448,,,,0.290,0.060,-0.040,20.111619
"K2-98","b","Gaia DR2 601199802584914816","TIC 366410512","Transit",10.13644800,0.00060900,-0.00059100,0.097400,0.000900,-0.000900,,,,,,,,,,0.464,0.017,-0.017,15.090000
"K2-105","b","Gaia DR2 651907079835937280","TIC 6892385","Transit",8.26770400,0.00035000,-0.00031800,0.079600,0.000700,-0.000700,,,,,,,,,,0.301,0.011,-0.011,17.720000
"K2-271","b","Gaia DR2 655863775507590400","TIC 60286662","Transit",8.56242100,0.00012700,-0.00012700,0.077000,0.000800,-0.000900,,,,,,,,,,0.649,0.021,-0.021,20.690000
"K2-133","e","Gaia DR2 148080473682357376","TIC 150096001","Transit",26.58410000,0.00180000,-0.00170000,0.134600,0.001100,-0.001100,,,,89.164,0.012,-0.010,,,,0.154,0.012,-0.012,
"K2-133","d","Gaia DR2 148080473682357376","TIC 150096001","Transit",11.02454000,0.00036000,-0.00035000,0.074870,0.000590,-0.000600,,,,89.400,0.100,-0.080,,,,0.179,0.010,-0.010,
"K2-330","b","Gaia DR2 601159910928534144","TIC 366484980","Transit",13.77479800,0.00002800,-0.00002800,,,,,,,,,,,,,0.247,0.012,-0.008,21.760000
"K2-105","b","Gaia DR2 651907079835937280","TIC 6892385","Transit",8.26699280,0.00000700,-0.00000670,0.083300,0.003900,-0.011600,,,,,,,,,,0.320,0.010,-0.006,18.480000
"HD 213885","b","Gaia DR2 6407428994690988928","TIC 403224672","Transit",1.00823610,0.00000150,-0.00000150,,,,,,,,,,,,,0.153,0.008,-0.008,
"TOI-2842","b","Gaia DR2 3046327742219111808","TIC 178162579","Transit",3.55140160,0.00000870,-0.00000870,,,,,,,,,,,,,1.059,0.062,-0.062,
"TOI-3807","b","Gaia DR2 1117620107545810944","TIC 289661991","Transit",2.89897270,0.00000380,-0.00000390,0.042100,0.000700,-0.001100,0.000000,,,80.810,,,1.04000,0.15000,-0.14000,1.650,,,6.140000
"TOI-672","b","Gaia DR2 5396580575830873728","TIC 151825527","Transit",3.63357354,0.00000327,-0.00000327,,,,,,,,,,,,,0.454,0.021,-0.021,
"TOI-2803 A","b","Gaia DR2 2913482170369046656","TIC 124379043","Transit",1.96229200,0.00000140,-0.00000140,,,,,,,,,,,,,1.557,0.074,-0.074,
"K2-271","b","Gaia DR2 655863775507590400","TIC 60286662","Transit",8.56232650,0.00000250,-0.00000250,,,,,,,,,,,,,0.681,,,
"11 Com","b","Gaia DR2 3946945413106333696","TIC 72437047","Radial Velocity",326.03000000,0.32000000,-0.32000000,1.290000,0.050000,-0.050000,0.231000,0.005000,-0.005000,,,,19.40000,1.50000,-1.50000,,,,
"HD 159868","b","Gaia DR2 5955841736510622208","TIC 248320609","Radial Velocity",1178.40000000,8.80000000,-8.80000000,2.250000,0.030000,-0.030000,0.010000,0.030000,-0.030000,,,,2.10000,0.11000,-0.11000,,,,
"7 CMa","b","Gaia DR2 2939555954747554176","TIC 48237215","Radial Velocity",763.00000000,17.00000000,-17.00000000,1.900000,0.100000,-0.100000,0.140000,0.060000,-0.060000,,,,2.60000,0.60000,-0.60000,,,,
"HATS-55","b","Gaia DR2 5592019557950033536","TIC 114299824","Transit",4.20420010,0.00000300,-0.00000290,,,,,,,,,,,,,,,,12.430000
"K2-148","b","Gaia DR2 2536443724641751808","TIC 423358488","Transit",4.38395000,0.00080000,-0.00080000,0.045400,0.001400,-0.001400,,,,,,,,,,0.119,0.017,-0.016,16.700000
"TOI-3785","b","Gaia DR2 1044013542142711296","TIC 458419328","Transit",4.67472180,0.00001120,-0.00001120,,,,,,,,,,,,,0.422,0.018,-0.018,
"TOI-3984 A","b","Gaia DR2 1291955578869575552","TIC 20182780","Transit",4.35332110,0.00000860,-0.00000860,,,,,,,,,,,,,0.640,0.024,-0.024,
"TOI-4087","b","Gaia DR2 1725490333641502976","TIC 310002617","Transit",3.17748350,0.00000094,-0.00000094,0.044690,0.000480,-0.000540,0.000000,,,87.820,0.370,-0.330,0.73000,0.14000,-0.14000,1.164,0.025,-0.024,8.630000
"K2-133","d","Gaia DR2 148080473682357376","TIC 150096001","Transit",11.02488210,0.00002910,-0.00002910,,,,,,,,,,,,,0.220,0.028,-0.028,
"HD 23472","d","Gaia DR2 4674216245427964416","TIC 425997655","Transit",3.97668330,0.00001420,-0.00001420,,,,,,,,,,,,,0.068,0.006,-0.006,
"TOI-2818","b","Gaia DR2 5545555570947605376","TIC 151483286","Transit",4.03970900,0.00000240,-0.00000230,0.049300,0.001000,-0.000800,0.000000,,,87.730,0.750,-0.550,0.71000,0.26000,-0.26000,1.363,0.046,-0.045,8.630000
"TOI-2194","b","Gaia DR2 6748283784056800384","TIC 271478281","Transit",15.34190950,0.00004540,-0.00004540,,,,,,,,,,,,,0.152,0.012,-0.012,
"TOI-3023","b","Gaia DR2 5227928170880093568","TIC 454248975","Transit",3.90149040,0.00000390,-0.00000390,,,,,,,,,,,,,1.450,0.076,-0.076,
"K2-371","b","Gaia DR2 602466302541172736","TIC 366622912","Transit",3.11491262,,,,,,,,,,,,,,,,,,
"TOI-2096","b","Gaia DR2 1126422935076082176","TIC 142748283","Transit",3.11906330,0.00001000,-0.00000930,0.025000,0.001000,-0.001000,0.150000,0.270000,-0.120000,89.240,0.490,-0.490,,,,0.111,0.007,-0.006,
"TOI-3235","b","Gaia DR2 6107144260251920000","TIC 243641947","Transit",2.59261842,0.00000041,-0.00000041,0.027090,0.000460,-0.000460,0.029000,,,88.140,0.046,-0.046,0.66500,0.02500,-0.02500,1.017,0.044,-0.044,15.750000
"K2-371","b","Gaia DR2 602466302541172736","TIC 366622912","Transit",3.11489170,0.00000213,-0.00000213,,,,,,,,,,,,,1.068,0.021,-0.021,
"HD 23472","e","Gaia DR2 4674216245427964416","TIC 425997655","Transit",7.90762220,0.00002620,-0.00002620,,,,,,,,,,,,,0.087,0.007,-0.007,
"TOI-2587 A","b","Gaia DR2 3085216850017388672","TIC 68007716","Transit",5.45665630,0.00001660,-0.00001660,,,,,,,,,,,,,0.976,0.058,-0.058,
"TOI-4463 A","b","Gaia DR2 4524517290642206336","TIC 8599009","Transit",2.88071980,0.00000280,-0.00000270,0.040360,0.000740,-0.000820,0.000000,,,83.820,0.210,-0.280,0.79400,0.03900,-0.04000,1.183,0.064,-0.045,8.170000
"HD 23472","b","Gaia DR2 4674216245427964416","TIC 425997655","Transit",17.66716870,0.00002920,-0.00002920,,,,,,,,,,,,,0.167,0.011,-0.011,
"TOI-3082","b","Gaia DR2 3509135344808097024","TIC 428699140","Transit",1.92680370,0.00000710,-0.00000710,,,,,,,,,,,,,0.306,0.030,-0.030,
"GJ 143","b","Gaia DR2 4673947174316727040","TIC 279741379","Transit",35.61343910,0.00003240,-0.00003240,,,,,,,,,,,,,0.279,0.026,-0.026,
"TOI-5803","b","Gaia DR2 2700166125618717696","TIC 466382581","Transit",5.38343880,0.00089550,-0.00089550,,,,,,,,,,,,,0.292,0.023,-0.023,
"HD 213885","c","Gaia DR2 6407428994690988928","TIC 403224672","Radial Velocity",4.78503000,0.00056000,-0.00051000,0.056798,0.000440,-0.000320,0.000000,,,,,,0.06277,0.00434,-0.00428,,,,
"TOI-1853","b","Gaia DR2 1233227944114002688","TIC 73540072","Transit",1.24362390,0.00000460,-0.00000460,,,,,,,,,,,,,0.347,0.025,-0.025,
"TOI-2141","b","Gaia DR2 4548496986402688384","TIC 287256467","Transit",18.26157000,0.00006000,-0.00006000,0.133000,0.000900,-0.000900,0.210000,,,89.000,,,0.07500,0.01200,-0.01200,0.278,0.021,-0.021,39.000000
"TOI-2000","c","Gaia DR2 5244434756689177088","TIC 371188886","Transit",9.12704250,0.00000840,-0.00000840,,,,,,,,,,,,,0.746,0.042,-0.042,
"TOI-2525","b","Gaia DR2 4758931211166869632","TIC 149601126","Transit",23.28560000,0.00170000,-0.00170000,0.151100,0.002000,-0.002000,0.170000,0.011000,-0.010000,89.500,0.070,-0.070,0.08400,0.00500,-0.00500,0.774,0.010,-0.010,
"TOI-5293 A","b","Gaia DR2 2640121486388076032","TIC 250111245","Transit",2.93043710,0.00028220,-0.00028220,,,,,,,,,,,,,1.061,,,
"TOI-3785","b","Gaia DR2 1044013542142711296","TIC 458419328","Transit",4.67473730,0.00000380,-0.00000380,0.043000,0.001000,-0.001000,0.110000,0.100000,-0.080000,88.100,0.010,-0.010,0.04704,0.01290,-0.01233,0.459,0.014,-0.014,18.890000
"TOI-3984 A","b","Gaia DR2 1291955578869575552","TIC 20182780","Transit",4.35332600,0.00000500,-0.00000500,0.041000,0.002000,-0.001000,0.230000,,,89.500,0.200,-0.200,0.14000,0.03000,-0.03000,0.710,0.020,-0.020,19.100000
"WASP-124","b","Gaia DR2 6614751532833886464","TIC 97409519","Transit",3.37265000,0.00000100,-0.00000100,0.044900,0.000700,-0.000700,0.017000,,,86.300,0.200,-0.200,0.60000,0.07000,-0.07000,1.240,0.030,-0.030,9.434000
"LHS 1140","b","Gaia DR2 2371032916186181760","TIC 92226327","Transit",24.73712000,0.00025000,-0.00025000,0.087500,0.004100,-0.004100,0.290000,,,89.912,0.071,-0.071,0.02092,0.00573,-0.00573,0.128,0.009,-0.009,101.000000
"WASP-25","b","Gaia DR2 6186950525042445824","TIC 229047362","Transit",3.76483270,0.00000090,-0.00000090,0.048190,0.000580,-0.000580,,,,88.120,0.270,-0.270,0.59800,0.04400,-0.04400,1.247,0.032,-0.032,11.223300
"WASP-25","b","Gaia DR2 6186950525042445824","TIC 229047362","Transit",3.76483000,0.00000500,-0.00000500,,,,0.000000,,,88.000,0.500,-0.500,0.44000,0.10000,-0.10000,1.070,0.100,-0.100,11.100000
"LHS 1140","b","Gaia DR2 2371032916186181760","TIC 92226327","Transit",24.73695900,0.00008000,-0.00008000,0.093600,0.002400,-0.002400,0.060000,,,89.890,0.050,-0.030,0.02196,0.00280,-0.00280,0.154,0.003,-0.003,95.340000
"LHS 1140","c","Gaia DR2 2371032916186181760","TIC 92226327","Transit",3.77793100,0.00000300,-0.00000300,0.026750,0.000700,-0.000700,0.310000,,,89.920,0.060,-0.090,0.00569,0.00123,-0.00123,0.114,0.002,-0.002,26.570000
"WASP-25","b","Gaia DR2 6186950525042445824","TIC 229047362","Transit",3.76483270,0.00000090,-0.00000090,0.047380,0.000470,-0.000470,0.083000,,,88.000,0.500,-0.500,0.57400,0.04200,-0.04200,1.220,0.060,-0.050,
"TOI-125","b","Gaia DR2 4698692744355471616","TIC 52368076","Transit",4.65382000,0.00032000,-0.00031000,0.052100,0.000900,-0.000820,0.183000,0.140000,-0.098000,88.990,0.700,-0.810,,,,0.246,0.008,-0.007,13.150000
"WASP-56","b","Gaia DR2 4001613814138156416","TIC 347329162","Transit",4.61710100,0.00000400,-0.00000200,0.054580,0.000410,-0.000410,0.000000,,,88.500,0.100,-0.200,0.57100,0.03400,-0.03500,1.092,0.035,-0.033,
"HATS-70","b","Gaia DR2 5605119586158973440","TIC 98545929","Transit",1.88823780,0.00000140,-0.00000140,,,,,,,,,,,,,,,,3.990000
"GJ 436","b","Gaia DR2 4017860992519744384","TIC 138819293","Radial Velocity",2.64389790,0.00000030,-0.00000030,0.028700,0.000300,-0.000300,,,,86.699,0.034,-0.030,,,,0.353,0.004,-0.004,14.138000
"WASP-1","b","Gaia DR2 2862548428079638912","TIC 57984377","Transit",2.51996100,,,0.039570,0.000490,-0.000480,,,,90.000,0.000,-2.900,0.91800,0.09100,-0.09000,1.514,0.052,-0.047,5.690000
"HD 89345","b","Gaia DR2 3877070590167177344","TIC 350020859","Transit",11.81417262,0.00071130,-0.00071130,,,,,,,,,,,,,0.622,0.052,-0.052,
"WASP-153","b","Gaia DR2 2110106372987465216","TIC 157586003","Transit",3.33260990,0.00000200,-0.00000200,,,,,,,,,,,,,,,,
"HAT-P-20","b","Gaia DR2 869913435026514688","TIC 26826078","Transit",2.87531773,0.00000011,-0.00000011,,,,0.015000,0.005000,-0.005000,86.800,0.200,-0.200,,,,,,,11.200000
"TOI-5293 A","b","Gaia DR2 2640121486388076032","TIC 250111245","Transit",2.93028900,0.00000400,-0.00000400,0.034000,0.004000,-0.003000,0.380000,,,88.800,0.500,-0.600,0.54000,0.07000,-0.07000,1.060,0.040,-0.040,14.100000
"NGTS-6","b","Gaia DR2 4875693023844840448","TIC 1528696","Transit",0.88205850,0.00000033,-0.00000033,,,,,,,78.230,0.260,-0.210,,,,,,,4.784000
"Teegarden's Star","b","Gaia DR2 35227046884571776","TIC 257870150","Radial Velocity",4.91000000,0.00140000,-0.00140000,0.025200,0.000800,-0.000900,0.000000,0.160000,0.000000,,,,0.00330,0.00041,-0.00038,,,,
"Teegarden's Star","c","Gaia DR2 35227046884571776","TIC 257870150","Radial Velocity",11.40900000,0.00900000,-0.00900000,0.044300,0.001400,-0.001500,0.000000,0.160000,0.000000,,,,0.00349,0.00050,-0.00047,,,,
"WASP-25","b","Gaia DR2 6186950525042445824","TIC 229047362","Transit",3.76482500,0.00000500,-0.00000500,0.047300,0.000400,-0.000400,0.000000,,,88.000,0.500,-0.500,0.58000,0.04000,-0.04000,1.220,0.060,-0.050,
"WASP-25","b","Gaia DR2 6186950525042445824","TIC 229047362","Transit",3.76482500,0.00000500,-0.00000500,0.047300,0.000400,-0.000400,0.000000,,,88.000,0.500,-0.500,0.58000,0.04000,-0.04000,1.220,0.060,-0.050,
